# m=1, k=39.4784, p=3
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
2.6700  1.562949707949907e-01  -9.484273707736204e-01  4.497572388162812e-01  5.024276050806511e-02
2.6800  1.467644036727498e-01  -9.574959998551469e-01  4.583992948693037e-01  4.160070445496373e-02
2.6900  1.371487487668795e-01  -9.654553454131198e-01  4.660520119933833e-01  3.394798733080700e-02
2.7000  1.274587812103697e-01  -9.723694515824886e-01  4.727511751854148e-01  2.724882413870122e-02
2.7100  1.177046212165984e-01  -9.783051954442740e-01  4.785405277166295e-01  2.145947160741532e-02
2.7200  1.078957076033080e-01  -9.833319192121522e-01  4.834708316707274e-01  1.652916765325034e-02
2.7300  9.804077490375329e-02  -9.875210810736730e-01  4.875989427824579e-01  1.240105654145732e-02
2.7400  8.814783386522614e-02  -9.909459272744080e-01  4.909869153908681e-01  9.013083932989458e-03
2.7500  7.822415511109182e-02  -9.936811876740302e-01  4.937011513686357e-01  6.298847955169540e-03
2.7600  6.827625572191405e-02  -9.958027966586499e-01  4.958116049165942e-01  4.188394407164421e-03
2.7700  5.830988847404882e-02  -9.973876409687744e-01  4.973910531786284e-01  2.608946145089725e-03
2.7800  4.833003346001872e-02  -9.985133357013195e-01  4.985144407866880e-01  1.485558536995638e-03
2.7900  3.834089180378634e-02  -9.992580294707398e-01  4.992583047308730e-01  7.416945927825494e-04
2.8000  2.834588117543579e-02  -9.997002394714384e-01  4.997002843996256e-01  2.997149240083800e-04
2.8100  1.834763280342868e-02  -9.999187169733786e-01  4.999187202768439e-01  8.127904677500762e-05
2.8200  8.347989678190604e-03  -9.999923436068932e-01  4.999923436362033e-01  7.655687406828771e-06
2.8300  -1.651994314103557e-03  -9.999999404794743e-01  4.999999404794760e-01  5.932860360661596e-08
2.8400  -1.165193369402473e-02  -9.999791819033688e-01  4.999791821200653e-01  2.081768801856088e-05
2.8500  -2.165127129560235e-02  -9.998664271115326e-01  4.998664360323909e-01  1.335637757037490e-04
2.8600  -3.164869248604849e-02  -9.995827497422466e-01  4.995828367911354e-01  4.171630169763685e-04
2.8700  -4.164209370393016e-02  -9.990493016688911e-01  4.990497535825494e-01  9.502462255858665e-04
2.8800  -5.162858363051252e-02  -9.981873959710154e-01  4.981890387376983e-01  1.810961070466960e-03
2.8900  -6.160448534570809e-02  -9.969186208522415e-01  4.969233683009676e-01  3.076631507233911e-03
2.9000  -7.156533977692218e-02  -9.951649842470399e-01  4.951766729357056e-01  4.823326872538324e-03
2.9100  -8.150591074577405e-02  -9.928490887061329e-01  4.928746564722992e-01  7.125343335992931e-03
2.9200  -9.142019191266199e-02  -9.898943359628668e-01  4.899453981856825e-01  1.005460162266360e-02
2.9300  -1.013014159120856e-01  -9.862251603616523e-01  4.863200334651834e-01  1.367996634322181e-02
2.9400  -1.111420659622095e-01  -9.817672900763292e-01  4.819335059319096e-01  1.806649387655970e-02
2.9500  -1.209338902200392e-01  -9.764480347634902e-01  4.767253822967411e-01  2.327461751179665e-02
2.9600  -1.306679191385061e-01  -9.701965979864915e-01  4.706407193722809e-01  2.935928043632892e-02
2.9700  -1.403344860634715e-01  -9.629444124138901e-01  4.636309706995660e-01  3.636902910911899e-02
2.9800  -1.499232512869605e-01  -9.546254954459424e-01  4.556549182777055e-01  4.434508153105680e-02
2.9900  -1.594232297476662e-01  -9.451768225599275e-01  4.466796129522403e-01  5.332038685660095e-02
3.0000  -1.688228225408270e-01  -9.345387152955094e-01  4.366813051930906e-01  6.331869461583035e-02
3.0100  -1.781098523669438e-01  -9.226552404320066e-01  4.256463463483220e-01  7.435365346067829e-02
3.0200  -1.872716030125014e-01  -9.094746165478028e-01  4.135720390723865e-01  8.642796073669180e-02
3.0300  -1.962948629160196e-01  -8.949496238063650e-01  4.004674145755771e-01  9.953258523357672e-02
3.0400  -2.051659728295686e-01  -8.790380124920457e-01  3.863539137029829e-01  1.136460861062433e-01
3.0500  -2.138708775396491e-01  -8.617029055309794e-01  3.712659487002660e-01  1.287340511090283e-01
3.0600  -2.223951815624195e-01  -8.429131899870591e-01  3.552513229270800e-01  1.447486768822771e-01
3.0700  -2.307242086771433e-01  -8.226438923292365e-01  3.383714867932983e-01  1.616285130161156e-01
3.0800  -2.388430651089644e-01  -8.008765321330238e-01  3.207016098607092e-01  1.792983899487544e-01
3.0900  -2.467367061183691e-01  -7.775994488143214e-01  3.023304513981682e-01  1.976695484113374e-01
3.1000  -2.543900057006613e-01  -7.528080960050126e-01  2.833600147053462e-01  2.166399851041934e-01
3.1100  -2.617878290452699e-01  -7.265052982735523e-01  2.639049742097715e-01  2.360950255997936e-01
3.1200  -2.689151073525740e-01  -6.987014650750908e-01  2.440918686490391e-01  2.559081311605429e-01
3.1300  -2.757569145560598e-01  -6.694147570880304e-01  2.240580585036134e-01  2.759419413059768e-01
3.1400  -2.822985454509388e-01  -6.386712004589513e-01  2.039504511478390e-01  2.960495486617505e-01
3.1500  -2.885255946877914e-01  -6.065047449352929e-01  1.839240028145124e-01  3.160759969950683e-01
3.1600  -2.944240360522519e-01  -5.729572624125185e-01  1.641400122756238e-01  3.358599875339404e-01
3.1700  -2.999803014201174e-01  -5.380784830550049e-01  1.447642269633876e-01  3.552357728461537e-01
3.1800  -3.051813587523420e-01  -5.019258668605515e-01  1.259647879118581e-01  3.740352118976542e-01
3.1900  -3.100147884769281e-01  -4.645644093178907e-01  1.079100452024403e-01  3.920899546070384e-01
3.2000  -3.144688575953535e-01  -4.260663806434521e-01  9.076628035730552e-02  4.092337194521360e-01
3.2100  -3.185325908504177e-01  -3.865109989644254e-01  7.469537616023901e-02  4.253046236491639e-01
3.2200  -3.221958383005843e-01  -3.459840387247110e-01  5.985247752613115e-02  4.401475222832319e-01
3.2300  -3.254493386632746e-01  -3.045773765120368e-01  4.638368914147752e-02  4.536163106678461e-01
3.2400  -3.282847778161372e-01  -2.623884774207085e-01  3.442385654157883e-02  4.655761432677072e-01
3.2500  -3.306948418809568e-01  -2.195198259569338e-01  2.409447699408124e-02  4.759055228151707e-01
3.2600  -3.326732643592279e-01  -1.760783063440337e-01  1.550178498249169e-02  4.844982148267306e-01
3.2700  -3.342148668410026e-01  -1.321745378751423e-01  8.735054231253713e-03  4.912649455779440e-01
3.2800  -3.353155928687307e-01  -8.792217167407408e-02  3.865154135942677e-03  4.961348456732366e-01
3.2900  -3.359725346046057e-01  -4.343715584515763e-02  9.433932539582558e-04  4.990566065552092e-01
3.3000  -3.361839520223953e-01  1.163023493929764e-03  6.763118237162983e-07  4.999993234973399e-01
3.3100  -3.359492844217534e-01  4.576011740760548e-02  1.046994172578919e-03  4.989530056365876e-01
3.3200  -3.352691541433435e-01  9.023589741030347e-02  4.071258590721406e-03  4.959287412184554e-01
3.3300  -3.341453624454372e-01  1.344729385177815e-01  9.041485596803518e-03  4.909585142123901e-01
3.3400  -3.325808775856455e-01  1.783553937962999e-01  1.590532324811661e-02  4.840946765611001e-01
3.3500  -3.305798152336989e-01  2.217697522645325e-01  2.459091150973607e-02  4.754090882995090e-01
3.3600  -3.281474114213916e-01  2.646055722769767e-01  3.500805444001316e-02  4.649919453692650e-01
3.3700  -3.252899883126079e-01  3.067561829187463e-01  4.704967787943969e-02  4.529503219298741e-01
3.3800  -3.220149131485516e-01  3.481193464607496e-01  6.059353969012971e-02  4.394064601192217e-01
3.3900  -3.183305507897651e-01  3.885978755495766e-01  7.550415444082213e-02  4.244958453685677e-01
3.4000  -3.142462103362632e-01  4.281001995239322e-01  9.163489041621529e-02  4.083651093932120e-01
3.4100  -3.097720863592779e-01  4.665408750433006e-01  1.088301940430843e-01  3.911698057663786e-01
3.4200  -3.049191953220279e-01  5.038410370675476e-01  1.269278953166509e-01  3.730721044928441e-01
3.4300  -2.996993078020975e-01  5.399287871203267e-01  1.457615475806135e-01  3.542384522289089e-01
3.4400  -2.941248771541058e-01  5.747395166860817e-01  1.651627560202754e-01  3.348372437892688e-01
3.4500  -2.882089652682403e-01  6.082161645119232e-01  1.849634513867974e-01  3.150365484227616e-01
3.4600  -2.819651660879524e-01  6.403094074940980e-01  2.049980686627214e-01  2.950019311468448e-01
3.4700  -2.754075275488944e-01  6.709777857076381e-01  2.251055944565626e-01  2.748944053530026e-01
3.4800  -2.685504725913738e-01  7.001877629719682e-01  2.451314517078445e-01  2.548685481017114e-01
3.4900  -2.614087198807402e-01  7.279137251214159e-01  2.649291956100682e-01  2.350708041994699e-01
3.5000  -2.539972048448343e-01  7.541379188563594e-01  2.843620003285005e-01  2.156379994810110e-01
3.5100  -2.463310016056631e-01  7.788503346789718e-01  3.033039219147732e-01  1.966960778947032e-01
3.5200  -2.384252463446350e-01  8.020485379602798e-01  3.216409286221111e-01  1.783590711873222e-01
3.5300  -2.302950625978852e-01  8.237374526379179e-01  3.392716954392030e-01  1.607283043701797e-01
3.5400  -2.219554889313468e-01  8.439291024041705e-01  3.561081649423545e-01  1.438918348669708e-01
3.5500  -2.134214093952149e-01  8.626423145114349e-01  3.720758813928227e-01  1.279241184164392e-01
3.5600  -2.047074871052196e-01  8.799023914988918e-01  3.871141092827345e-01  1.128858905264587e-01
3.5700  -1.958281012445699e-01  8.957407562335246e-01  4.011757511889033e-01  9.882424862021723e-02
3.5800  -1.867972877263973e-01  9.101945756657972e-01  4.142270827857203e-01  8.577291702332400e-02
3.5900  -1.776286837028060e-01  9.233063686317983e-01  4.262473251780191e-01  7.375267463094691e-02
3.6000  -1.683354760539496e-01  9.351236028969141e-01  4.372280763474528e-01  6.277192346143365e-02
3.6100  -1.589303539395407e-01  9.456982864394599e-01  4.471726244872654e-01  5.282737532154124e-02
3.6200  -1.494254654464153e-01  9.550865577249197e-01  4.560951663734182e-01  4.390483343530930e-02
3.6300  -1.398323783196844e-01  9.633482794316188e-01  4.640199537419302e-01  3.598004606671971e-02
3.6400  -1.301620447219883e-01  9.705466397658644e-01  4.709803899804053e-01  2.901960982816943e-02
3.6500  -1.204247699257068e-01  9.767477651577843e-01  4.770180983703631e-01  2.298190143813949e-02
3.6600  -1.106301848068660e-01  9.820203477668693e-01  4.821819817140814e-01  1.781801809435284e-02
3.6700  -1.007872219770390e-01  9.864352908566755e-01  4.865272915237470e-01  1.347270828462349e-02
3.6800  -9.090409536079258e-02  9.900653747287899e-01  4.901147231184295e-01  9.885276689881709e-03
3.6900  -8.098828300115123e-02  9.929849455438060e-01  4.930095510383177e-01  6.990448769939557e-03
3.7000  -7.104651285403114e-02  9.952696290077712e-01  4.952808172126332e-01  4.719182595575890e-03
3.7100  -6.108475131448603e-02  9.969960705716567e-01  4.970005823676620e-01  2.999417440504879e-03
3.7200  -5.110819420268981e-02  9.982417034833908e-01  4.982432492867110e-01  1.756750521419511e-03
3.7300  -4.112125992561755e-02  9.990845457506384e-01  4.990849647788798e-01  9.150350292209064e-04
3.7400  -3.112758452108771e-02  9.996030268208854e-01  4.996031056147379e-01  3.968941933392063e-04
3.7500  -2.113001828388834e-02  9.998758445658709e-01  4.998758522731568e-01  1.241475349034572e-04
3.7600  -1.113062366879651e-02  9.999818529717895e-01  4.999818531364469e-01  1.814667160261252e-05
3.7700  -1.130674162067788e-03  9.999999807862772e-01  4.999999807862773e-01  1.902176822540010e-08
3.7800  8.869305473885427e-03  9.999908185654395e-01  4.999908186075889e-01  9.181366439793650e-06
3.7900  1.886890877186979e-02  9.999115906572369e-01  4.999115945653428e-01  8.840540869497082e-05
3.8000  2.886704073053214e-02  9.996833976986843e-01  4.996834478171929e-01  3.165521568602909e-04
3.8100  3.886181723808368e-02  9.992273627895519e-01  4.992276612736814e-01  7.723387003936780e-04
3.8200  4.885056601386450e-02  9.984647440321874e-01  4.984659225376308e-01  1.534077436472677e-03
3.8300  5.882982845924591e-02  9.973170398582016e-01  4.973206389957629e-01  2.679360978375171e-03
3.8400  6.879536271591055e-02  9.957061251295731e-01  4.957153438102745e-01  4.284656163904189e-03
3.8500  7.874214823756648e-02  9.935544176498740e-01  4.935751904157901e-01  6.424809558435523e-03
3.8600  8.866439217664884e-02  9.907850745435700e-01  4.908275319691538e-01  9.172468005124078e-03
3.8700  9.855553788111003e-02  9.873222177493650e-01  4.874025808307623e-01  1.259741914357334e-02
3.8800  1.084082757876630e-01  9.830911876289934e-01  4.832341415968923e-01  1.676585837750588e-02
3.8900  1.182145569865058e-01  9.780188234180075e-01  4.782604094799719e-01  2.173959049449350e-02
3.9000  1.279656097183300e-01  9.720337689428064e-01  4.724248239825785e-01  2.757517599195788e-02
3.9100  1.376519590470493e-01  9.650668017020576e-01  4.656769658737193e-01  3.432303410089151e-02
3.9200  1.472634499309463e-01  9.570511830650950e-01  4.579734835031489e-01  4.202651647153879e-02
3.9300  1.567892738906788e-01  9.479230269799744e-01  4.492790325394387e-01  5.072096743532766e-02
3.9400  1.662179994446693e-01  9.376216842155249e-01  4.395672113555788e-01  6.043278861926701e-02
3.9500  1.755376064507987e-01  9.260901387915959e-01  4.288214725835187e-01  7.117852739140641e-02
3.9600  1.847355244580318e-01  9.132754128871327e-01  4.170359898920813e-01  8.296401008292213e-02
3.9700  1.937986751327315e-01  8.991289761646792e-01  4.042164578894721e-01  9.578354208560756e-02
3.9800  2.027135187821368e-01  8.836071551209216e-01  3.903808022904442e-01  1.096191976847090e-01
3.9900  2.114661049520552e-01  8.666715377748024e-01  3.755597771944704e-01  1.244402227807520e-01
4.0000  2.200421270276086e-01  8.482893687466653e-01  3.597974265643079e-01  1.402025734109788e-01
4.0100  2.284269807153173e-01  8.284339295728862e-01  3.431513878337869e-01  1.568486121415583e-01
4.0200  2.366058262324428e-01  8.070848989494355e-01  3.256930170561103e-01  1.743069829192866e-01
4.0300  2.445636539759635e-01  7.842286875131744e-01  3.075073171593181e-01  1.924926828161230e-01
4.0400  2.522853533895294e-01  7.598587417591484e-01  2.886926537138981e-01  2.113073462615793e-01
4.0500  2.597557846930023e-01  7.339758117624062e-01  2.693602461261416e-01  2.306397538493636e-01
4.0600  2.669598530865867e-01  7.065881775294129e-01  2.496334263121686e-01  2.503665736633558e-01
4.0700  2.738825849909608e-01  6.777118290508879e-01  2.296466616177499e-01  2.703533383577847e-01
4.0800  2.805092058371577e-01  6.473705954671021e-01  2.095443439377151e-01  2.904556560378213e-01
4.0900  2.868252188761350e-01  6.155962191885488e-01  1.894793525396179e-01  3.105206474359118e-01
4.1000  2.928164844389451e-01  5.824283713376129e-01  1.696114038694922e-01  3.303885961060233e-01
4.1100  2.984692990450460e-01  5.479146054862846e-01  1.501052074525954e-01  3.498947925228988e-01
4.1200  3.037704737294341e-01  5.121102473547049e-01  1.311284527228485e-01  3.688715472526184e-01
4.1300  3.087074109396731e-01  4.750782188967354e-01  1.128496570350472e-01  3.871503429403874e-01
4.1400  3.132681793422269e-01  4.368887960209050e-01  9.543591004429795e-02  4.045640899311008e-01
4.1500  3.174415858742987e-01  3.976193000651197e-01  7.905055389213785e-02  4.209494460832217e-01
4.1600  3.212172443830618e-01  3.573537240466785e-01  6.385084204501483e-02  4.361491579303047e-01
4.1700  3.245856402089703e-01  3.161822956291758e-01  4.998562203466775e-02  4.500143779406121e-01
4.1800  3.275381900938669e-01  2.742009796674114e-01  3.759308862528409e-02  4.624069113499578e-01
4.1900  3.300672968277370e-01  2.315109240923475e-01  2.679865398704634e-02  4.732013459881603e-01
4.2000  3.321663980899407e-01  1.882178537620681e-01  1.771298023739963e-02  4.822870197377754e-01
4.2100  3.338300089911106e-01  1.444314177134750e-01  1.043021721136215e-02  4.895697827637868e-01
4.2200  3.350537578799973e-01  1.002644959856627e-01  5.026484577629483e-03  4.949735153974994e-01
4.2300  3.358344150445736e-01  5.583247283339031e-02  1.558632511345633e-03  4.984413674637698e-01
4.2400  3.361699140077051e-01  1.125248369331606e-02  6.330919463417194e-05  4.999366907804748e-01
4.2500  3.360593651935647e-01  -3.335735630563342e-02  5.563566098504908e-04  4.994436433652592e-01
4.2600  3.355030618205070e-01  -7.787873419305338e-02  3.032548619756131e-03  4.969674513553617e-01
4.2700  3.345024779580344e-01  -1.221939231033385e-01  7.465677421692306e-03  4.925343225534402e-01
4.2800  3.330602587684295e-01  -1.661865600171398e-01  1.380898636516520e-02  4.861910136099887e-01
4.2900  3.311802030362327e-01  -2.097424091001917e-01  2.199593908757608e-02  4.780040608876050e-01
4.3000  3.288672381696475e-01  -2.527501026789606e-01  3.194130720211257e-02  4.680586927730999e-01
4.3100  3.261273879358323e-01  -2.951018522590857e-01  4.354255160337162e-02  4.564574483718764e-01
4.3200  3.229677332656380e-01  -3.366941224799447e-01  5.668146605627000e-02  4.433185339190155e-01
4.3300  3.193963665315177e-01  -3.774282614957734e-01  7.122604628786096e-02  4.287739536874628e-01
4.3400  3.154223397640384e-01  -4.172110819671386e-01  8.703254345809520e-02  4.129674565172668e-01
4.3500  3.110556073267742e-01  -4.559553876208531e-01  1.039476577502412e-01  3.960523422251565e-01
4.3600  3.063069636156376e-01  -4.935804411747610e-01  1.218108259551358e-01  3.781891740202954e-01
4.3700  3.011879763863429e-01  -5.300123703083655e-01  1.404565563399459e-01  3.595434436355140e-01
4.3800  2.957109163423475e-01  -5.651845092727192e-01  1.597167647609222e-01  3.402832352145608e-01
4.3900  2.898886836350669e-01  -5.990376746550026e-01  1.794230678280364e-01  3.205769321474637e-01
4.4000  2.837347319384223e-01  -6.315203747270092e-01  1.994089918476711e-01  3.005910081278384e-01
4.4100  2.772629907610224e-01  -6.625889526954341e-01  2.195120601170161e-01  2.804879398584947e-01
4.4200  2.704877866518133e-01  -6.922076650199067e-01  2.395757257561557e-01  2.604242742193481e-01
4.4300  2.634237639393599e-01  -7.203486967582516e-01  2.594511224606558e-01  2.405488775148327e-01
4.4400  2.560858056216265e-01  -7.469921166255707e-01  2.789986111503752e-01  2.210013888250891e-01
4.4500  2.484889549929432e-01  -7.721257751046250e-01  2.980891062904590e-01  2.019108936849728e-01
4.4600  2.406483385585532e-01  -7.957451495120895e-01  3.166051714860089e-01  1.833948284893819e-01
4.4700  2.325790907456347e-01  -8.178531404033282e-01  3.344418796337931e-01  1.655581203415490e-01
4.4800  2.242962808738478e-01  -8.384598240843774e-01  3.515074383018025e-01  1.484925616734838e-01
4.4900  2.158148427992321e-01  -8.575821662930636e-01  3.677235859719519e-01  1.322764140032726e-01
4.5000  2.071495075935769e-01  -8.752437023128365e-01  3.830257692191406e-01  1.169742307560164e-01
4.5100  1.983147395681102e-01  -8.914741888960886e-01  3.973631147339696e-01  1.026368852411156e-01
4.5200  1.893246758963731e-01  -9.063092334031805e-01  4.106982132759303e-01  8.930178669907944e-02
4.5300  1.801930700372602e-01  -9.197899055152230e-01  4.230067351438514e-01  7.699326483108047e-02
4.5400  1.709332391061661e-01  -9.319623367601181e-01  4.342768985696899e-01  6.572310140516256e-02
4.5500  1.615580152906377e-01  -9.428773129105190e-01  4.445088136006804e-01  5.549118637409233e-02
4.5600  1.520797013574751e-01  -9.525898640779218e-01  4.537137245719968e-01  4.628627540269637e-02
4.5700  1.425100302513477e-01  -9.611588570480627e-01  4.619131742409691e-01  3.808682573364590e-02
4.5800  1.328601287410824e-01  -9.686465940882614e-01  4.691381121193945e-01  3.086188785514440e-02
4.5900  1.231404850291645e-01  -9.751184221163600e-01  4.754279685753499e-01  2.457203139911581e-02
4.6000  1.133609202028775e-01  -9.806423557621244e-01  4.808297149573445e-01  1.917028501705178e-02
4.6100  1.035305633720339e-01  -9.852887174836892e-01  4.853969284003266e-01  1.460307157400444e-02
4.6200  9.365783030847734e-02  -9.891297975315062e-01  4.891888781823592e-01  1.081112179191119e-02
4.6300  8.375040537644489e-02  -9.922395361873034e-01  4.922696485865975e-01  7.730351387617557e-03
4.6400  7.381522652037857e-02  -9.946932303520809e-01  4.947073112541289e-01  5.292688720036237e-03
4.6500  6.385847305773798e-02  -9.965672662206578e-01  4.965731580512577e-01  3.426841922863572e-03
4.6600  5.388555600858168e-02  -9.979388794654854e-01  4.979410035744143e-01  2.058996399669279e-03
4.6700  4.390111068092788e-02  -9.988859440633392e-01  4.988865646236542e-01  1.113435350397754e-03
4.6800  3.390899122089411e-02  -9.994867906383342e-01  4.994869223302587e-01  5.130776437681081e-04
4.6900  2.391226682905204e-02  -9.998200549660473e-01  4.998200711561550e-01  1.799288178530552e-04
4.7000  1.391321933898994e-02  -9.999645570883399e-01  4.999645577164399e-01  3.544225755579537e-05
4.7100  3.913341850410738e-03  -9.999992113281522e-01  4.999992113284632e-01  7.886455265384726e-07
4.7200  -6.086652861904936e-03  -9.999970325016265e-01  4.999970325060296e-01  2.967386266972475e-06
4.7300  -1.608643706410694e-02  -9.999452188904749e-01  4.999452203909599e-01  5.477950134366062e-05
4.7400  -2.608513389169880e-02  -9.997664022684751e-01  4.997664295524252e-01  2.335703398919820e-04
4.7500  -3.608107875443603e-02  -9.993816827180638e-01  4.993818738761944e-01  6.181260161429830e-04
4.7600  -4.607181855121052e-02  -9.987122715214221e-01  4.987131006437393e-01  1.286899248624614e-03
4.7700  -5.605411323983693e-02  -9.976795878789717e-01  4.976822800351774e-01  2.317719857219474e-03
4.7800  -6.602393852847555e-02  -9.962053864768103e-01  4.962125860227055e-01  3.787413869730282e-03
4.7900  -7.597648999570111e-02  -9.942119155819924e-01  4.942286665426074e-01  5.771333349873267e-03
4.8000  -8.590618894220496e-02  -9.916221051765668e-01  4.916571997374031e-01  8.342800155128388e-03
4.8100  -9.580669027124242e-02  -9.883597844386789e-01  4.884275317478359e-01  1.157246814475201e-02
4.8200  -1.056708926868693e-01  -9.843499276433511e-01  4.844723900257352e-01  1.552760986691409e-02
4.8300  -1.154909514884278e-01  -9.795189272888601e-01  4.797286644585597e-01  2.027133543415566e-02
4.8400  -1.252582942263495e-01  -9.737948929596364e-01  4.741382467771348e-01  2.586175311565063e-02
4.8500  -1.349636394678723e-01  -9.671079741167323e-01  4.676489168000851e-01  3.235108309277393e-02
4.8600  -1.445970189014887e-01  -9.593907046662797e-01  4.602152621000304e-01  3.978473779290501e-02
4.8700  -1.541478029856795e-01  -9.505783667998765e-01  4.517996157139603e-01  4.820038417905331e-02
4.8800  -1.636047303205951e-01  -9.406093712342192e-01  4.423729946268166e-01  5.762700526627629e-02
4.8900  -1.729559408907710e-01  -9.294256506069455e-01  4.319160200030719e-01  6.808397989010048e-02
4.9000  -1.821890132926917e-01  -9.169730624187586e-01  4.204197986008183e-01  7.958020129243291e-02
4.9100  -1.912910060231279e-01  -9.032017975562735e-01  4.078867435544418e-01  9.211325633888644e-02
4.9200  -2.002485028628157e-01  -8.880667900940217e-01  3.943313118339496e-01  1.056686880594529e-01
4.9300  -2.090476623454661e-01  -8.715281237664707e-01  3.797806352579524e-01  1.202193646355207e-01
4.9400  -2.176742712546147e-01  -8.535514302307814e-01  3.642750220245062e-01  1.357249778690324e-01
4.9500  -2.261138020408712e-01  -8.341082740174777e-01  3.478683063922078e-01  1.521316935013909e-01
4.9600  -2.343514740002057e-01  -8.131765188981713e-01  3.306280254436740e-01  1.693719744499782e-01
4.9700  -2.423723180006286e-01  -7.907406702955757e-01  3.126354038297482e-01  1.873645960639504e-01
4.9800  -2.501612444906465e-01  -7.667921883291535e-01  2.939851300413060e-01  2.060148698524310e-01
4.9900  -2.577031144689803e-01  -7.413297661369220e-01  2.747849110803118e-01  2.252150888134557e-01
5.0000  -2.649828130420229e-01  -7.143595682459991e-01  2.551547963723051e-01  2.448452035214836e-01
5.0100  -2.719853251442713e-01  -6.858954239858380e-01  2.352262663223562e-01  2.647737335714455e-01
5.0200  -2.786958129483957e-01  -6.559589712514577e-01  2.151410859826354e-01  2.848589139111707e-01
5.0300  -2.850996944466379e-01  -6.245797463301672e-01  1.950499297629280e-01  3.049500701308739e-01
5.0400  -2.911827226447761e-01  -5.917952160030299e-01  1.751107888420364e-01  3.248892110517532e-01
5.0500  -2.969310647748672e-01  -5.576507487181505e-01  1.554871787729569e-01  3.445128211208133e-01
5.0600  -3.023313809042194e-01  -5.221995223010322e-01  1.363461705457131e-01  3.636538293480315e-01
5.0700  -3.073709012963600e-01  -4.855023664097152e-01  1.178562738947167e-01  3.821437259989965e-01
5.0800  -3.120375018658201e-01  -4.476275387488753e-01  1.001852067231880e-01  3.998147931704901e-01
5.0900  -3.163197770629532e-01  -4.086504349151808e-01  8.349758897818323e-02  4.165024109154569e-01
5.1000  -3.202071095281845e-01  -3.686532326417150e-01  6.795260296859321e-02  4.320473969250073e-01
5.1100  -3.236897358673340e-01  -3.277244721263207e-01  5.370166481523776e-02  4.462983350783228e-01
5.1200  -3.267588079211213e-01  -2.859585750501947e-01  4.088615332236892e-02  4.591138465711526e-01
5.1300  -3.294064489325793e-01  -2.434553058010046e-01  2.963524296133033e-02  4.703647569321550e-01
5.1400  -3.316258040556601e-01  -2.003191792908542e-01  2.006388679588069e-02  4.799361130975721e-01
5.1500  -3.334110846964035e-01  -1.566588205853369e-01  1.227099303359439e-02  4.877290068598303e-01
5.1600  -3.347576062340489e-01  -1.125862823180028e-01  6.337835483094518e-03  4.936621644103081e-01
5.1700  -3.356618187326626e-01  -6.821632653826649e-02  2.326733603187701e-03  4.976732662901995e-01
5.1800  -3.361213303232955e-01  -2.366567821509594e-02  2.800321626902332e-04  4.997199677306884e-01
5.1900  -3.361349230113127e-01  2.094774191922156e-02  2.194039457571560e-04  4.997805959476202e-01
5.2000  -3.357025607421851e-01  6.550559716189240e-02  2.145491629768063e-03  4.978545082636157e-01
5.2100  -3.348253896404165e-01  1.098899190373324e-01  6.037897153015737e-03  4.939621027403813e-01
5.2200  -3.335057304190780e-01  1.539838875953196e-01  1.185551881948401e-02  4.881444810739326e-01
5.2300  -3.317470630402544e-01  1.976725995695618e-01  1.953722831029416e-02  4.804627715831476e-01
5.2400  -3.295540037882209e-01  2.408438163568364e-01  2.900287193866276e-02  4.709971279548095e-01
5.2500  -3.269322749960150e-01  2.833886841081359e-01  4.015457314027043e-02  4.598454267532360e-01
5.2600  -3.238886677409835e-01  3.252024186779976e-01  5.287830655700982e-02  4.471216933365337e-01
5.2700  -3.204309978946650e-01  3.661849487460062e-01  6.704570834405758e-02  4.329542915495243e-01
5.2800  -3.165680559759760e-01  4.062415110925178e-01  8.251608266736613e-02  4.174839172262539e-01
5.2900  -3.123095513131361e-01  4.452831927640580e-01  9.913856087907663e-02  4.008614390145804e-01
5.3000  -3.076660510683581e-01  4.832274156861205e-01  1.167543676353433e-01  3.832456322583479e-01
5.3100  -3.026489147194174e-01  5.199983601546160e-01  1.351991472817449e-01  3.648008526119763e-01
5.3200  -2.972702246233891e-01  5.555273245437421e-01  1.543053041573641e-01  3.456946957363818e-01
5.3300  -2.915427133098629e-01  5.897530194892192e-01  1.739043119983257e-01  3.260956878954390e-01
5.3400  -2.854796881637566e-01  6.226217957236495e-01  1.938289502550710e-01  3.061710496387054e-01
5.3500  -2.790949541615739e-01  6.540878056380522e-01  2.139154287422012e-01  2.860845711515790e-01
5.3600  -2.724027353198654e-01  6.841130995044468e-01  2.340053664567905e-01  2.659946334369852e-01
5.3700  -2.654175955012105e-01  7.126676581043477e-01  2.539475954539677e-01  2.460524044397950e-01
5.3800  -2.581543592017955e-01  7.397293642547141e-01  2.735997661703418e-01  2.264002337233991e-01
5.3900  -2.506280329163196e-01  7.652839163958387e-01  2.928297363470765e-01  2.071702635466340e-01
5.4000  -2.428537276412867e-01  7.893246879967090e-01  3.115167315405510e-01  1.884832683531210e-01
5.4100  -2.348465830375975e-01  8.118525370366068e-01  3.295522709463874e-01  1.704477289472380e-01
5.4200  -2.266216937286311e-01  8.328755702335389e-01  3.468408577459213e-01  1.531591421476505e-01
5.4300  -2.181940381616263e-01  8.524088670091089e-01  3.633004382778763e-01  1.366995616156350e-01
