# m=1, k=39.4784, p=3
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
5.4400  -2.095784104090667e-01  8.704741684063491e-01  3.788626389313625e-01  1.211373609620830e-01
5.4500  -2.007893552338497e-01  8.870995363144205e-01  3.934727936646299e-01  1.065272062287448e-01
5.4600  -1.918411066881489e-01  9.023189884062914e-01  4.070897784192766e-01  9.291022147402371e-02
5.4700  -1.827475304618915e-01  9.161721141682384e-01  4.196856713897498e-01  8.031432850347309e-02
5.4800  -1.735220701434264e-01  9.287036773002780e-01  4.312452601155295e-01  6.875473977761438e-02
5.4900  -1.641776975029380e-01  9.399632096022715e-01  4.417654177029019e-01  5.823458219016197e-02
5.5000  -1.547268668590722e-01  9.500046012400258e-01  4.512543711886102e-01  4.874562870437405e-02
5.5100  -1.451814735416017e-01  9.588856920181585e-01  4.597308851785714e-01  4.026911471433427e-02
5.5200  -1.355528164181872e-01  9.666678679809385e-01  4.672233834934066e-01  3.277661639942227e-02
5.5300  -1.258515644117347e-01  9.734156673277824e-01  4.737690306995960e-01  2.623096919315894e-02
5.5400  -1.160877268967390e-01  9.791963992754125e-01  4.794127941769665e-01  2.058720571571795e-02
5.5500  -1.062706278285119e-01  9.840797791322413e-01  4.842065058484804e-01  1.579349404413745e-02
5.5600  -9.640888342838824e-02  9.881375824802010e-01  4.882079409549080e-01  1.179205893764803e-02
5.5700  -8.651038322089061e-02  9.914433209921810e-01  4.914799293700025e-01  8.520070522496754e-03
5.5800  -7.658227419535238e-02  9.940719420559841e-01  4.940895129914780e-01  5.910486900969732e-03
5.5900  -6.663094784450876e-02  9.960995540339591e-01  4.961071607733261e-01  3.892839119075856e-03
5.6000  -5.666202981590294e-02  9.976031786662014e-01  4.976060510424545e-01  2.393948849907815e-03
5.6100  -4.668037189837906e-02  9.986605318286029e-01  4.986614289160940e-01  1.338570976235091e-03
5.6200  -3.669004605518816e-02  9.993498335885225e-01  4.993500449467038e-01  6.499549455982034e-04
5.6300  -2.669434020702098e-02  9.997496482632081e-01  4.997496796012041e-01  2.503202910772630e-04
5.6400  -1.669575546228109e-02  9.999387549814212e-01  4.999387568568973e-01  6.124303537004490e-05
5.6500  -6.696004487788058e-03  9.999960490785865e-01  4.999960490863914e-01  3.950805868266626e-06
5.6600  3.303988504042526e-03  9.999995247866489e-01  4.999995247867618e-01  4.746287753429755e-07
5.6700  1.330388582693558e-02  9.999690123294696e-01  4.999690128095874e-01  3.098660595500222e-05
5.6800  2.330301862196256e-02  9.998334622404962e-01  4.998334761079088e-01  1.665233076452913e-04
5.6900  3.329994187724379e-02  9.995139566712422e-01  4.995140747903009e-01  4.859246252715951e-04
5.7000  4.329242179093556e-02  9.989316675740284e-01  4.989322382411146e-01  1.067761174482783e-03
5.7100  5.327743708387477e-02  9.980079447978896e-01  4.980099289398537e-01  1.990070475774560e-03
5.7200  6.325118134792615e-02  9.966644350976916e-01  4.966699980943004e-01  3.330001321365184e-03
5.7300  7.320906673787775e-02  9.948232317757999e-01  4.948366312404234e-01  5.163368175285429e-03
5.7400  8.314572931116282e-02  9.924070545174923e-01  4.924358809280425e-01  7.564118487715402e-03
5.7500  9.305503631436075e-02  9.893394587881968e-01  4.893962823576611e-01  1.060371705815164e-02
5.7600  1.029300957080053e-01  9.855450739339653e-01  4.856495463777525e-01  1.435045303812019e-02
5.7700  1.127632682113752e-01  9.809498688682871e-01  4.811313226163548e-01  1.886867679958252e-02
5.7800  1.225461821363607e-01  9.754814439409110e-01  4.757820237365223e-01  2.421797567948410e-02
5.7900  1.322697512639075e-01  9.690693472710079e-01  4.695476999101287e-01  3.045229950595031e-02
5.8000  1.419241959977046e-01  9.616454134916975e-01  4.623809506448089e-01  3.761904877134564e-02
5.8100  1.514990680075022e-01  9.531441225003495e-01  4.542418591284806e-01  4.575814028775167e-02
5.8200  1.609832785485725e-01  9.435029754446610e-01  4.450989323364643e-01  5.490106707984712e-02
5.8300  1.703651306142825e-01  9.326628848045014e-01  4.349300283459274e-01  6.506997107046365e-02
5.8400  1.796323550454954e-01  9.205685750609065e-01  4.237232506948339e-01  7.627674872163617e-02
5.8500  1.887721506836265e-01  9.071689900840167e-01  4.114777882850275e-01  8.852221113152026e-02
5.8600  1.977712286137666e-01  8.924177030294249e-01  3.982046783401574e-01  1.017953210764655e-01
5.8700  2.066158605005708e-01  8.762733242160053e-01  3.839274693662842e-01  1.160725300504105e-01
5.8800  2.152919309729049e-01  8.586999021768325e-01  3.686827609992508e-01  1.313172384175111e-01
5.8900  2.237849939639281e-01  8.396673128373680e-01  3.525205981237632e-01  1.474794012930606e-01
5.9000  2.320803328618621e-01  8.191516315907390e-01  3.355046977688849e-01  1.644953016479942e-01
5.9100  2.401630242737291e-01  7.971354829173467e-01  3.177124890629358e-01  1.822875103539918e-01
5.9200  2.480180051504861e-01  7.736083621433639e-01  2.992349489890690e-01  2.007650504278994e-01
5.9300  2.556301429679875e-01  7.485669239572212e-01  2.801762198213881e-01  2.198237795956129e-01
5.9400  2.629843086048626e-01  7.220152324111087e-01  2.606529979168336e-01  2.393470015001915e-01
5.9500  2.700654515065753e-01  6.939649673306832e-01  2.407936879411381e-01  2.592063114759024e-01
5.9600  2.768586766755218e-01  6.644355823437735e-01  2.207373215422547e-01  2.792626778747926e-01
5.9700  2.833493229809570e-01  6.334544101192584e-01  2.006322448497688e-01  2.993677545672765e-01
5.9800  2.895230422407400e-01  6.010567108798257e-01  1.806345848468372e-01  3.193654145701982e-01
5.9900  2.953658784902578e-01  5.672856608141159e-01  1.609065104826541e-01  3.390934889343636e-01
6.0000  3.008643468233094e-01  5.321922776597278e-01  1.416143102003244e-01  3.583856892166693e-01
6.0100  3.060055111659963e-01  4.958352814512823e-01  1.229263131659362e-01  3.770736862510276e-01
6.0200  3.107770603285088e-01  4.582808892175635e-01  1.050106867110203e-01  3.949893127059090e-01
6.0300  3.151673816717185e-01  4.196025432568444e-01  8.803314715380600e-02  4.119668522630862e-01
6.0400  3.191656317261866e-01  3.798805735061553e-01  7.215462506368273e-02  4.278453743531697e-01
6.0500  3.227618031109029e-01  3.392017954329642e-01  5.752892901247324e-02  4.424710704043393e-01
6.0600  3.259467871179635e-01  2.976590457997654e-01  4.430045377321343e-02  4.556995456435601e-01
6.0700  3.287124313574848e-01  2.553506595656095e-01  3.260197967029591e-02  4.673980197464404e-01
6.0800  3.310515918941527e-01  2.123798920753879e-01  2.255260927897671e-02  4.774473901377262e-01
6.0900  3.329581793525704e-01  1.688542915293540e-01  1.425588588394003e-02  4.857441135327334e-01
6.1000  3.344271985224455e-01  1.248850275040484e-01  7.798135047343465e-03  4.922018643693062e-01
6.1100  3.354547810559321e-01  8.058618199456000e-02  3.247066364230173e-03  4.967529330524021e-01
6.1200  3.360382109172531e-01  3.607401005141674e-02  6.506671005948578e-04  4.993493323160269e-01
6.1300  3.361759423180200e-01  -8.533822420203133e-03  3.641306254978082e-05  4.999635863540692e-01
6.1400  3.358676099493254e-01  -5.311901575709793e-02  1.410814917501409e-03  4.985891844991217e-01
6.1500  3.351140314024365e-01  -9.756342034334085e-02  4.759310494545708e-03  4.952406889220888e-01
6.1600  3.339172017524570e-01  -1.417498188262726e-01  1.004650556864055e-02  4.899534938480117e-01
6.1700  3.322802803622880e-01  -1.855626984714812e-01  1.721675753200892e-02  4.827832418846674e-01
6.1800  3.302075700462347e-01  -2.288890055478020e-01  2.619508843033087e-02  4.738049109863745e-01
6.1900  3.277044888123269e-01  -2.716188739288126e-01  3.688840633717809e-02  4.631115930795606e-01
6.2000  3.247775344785494e-01  -3.136463205186105e-01  4.918700718743148e-02  4.508129922293437e-01
6.2100  3.214342425295069e-01  -3.548699006472085e-01  6.296632319267981e-02  4.370336762241334e-01
6.2200  3.176831376454674e-01  -3.951933172224494e-01  7.808887898864178e-02  4.219111204282096e-01
6.2300  3.135336793942700e-01  -4.345259781566054e-01  9.440641284647737e-02  4.055935865704116e-01
6.2400  3.089962026274315e-01  -4.727834973906583e-01  1.117621177024713e-01  3.882378817144526e-01
6.2500  3.040818531642936e-01  -5.098881357003375e-01  1.299929554639829e-01  3.700070439529721e-01
6.2600  2.988025193817331e-01  -5.457691783671790e-01  1.489319980277928e-01  3.510680013891886e-01
6.2700  2.931707603515470e-01  -5.803632477167934e-01  1.684107496501920e-01  3.315892497668096e-01
6.2800  2.871997311829875e-01  -6.136145494470533e-01  1.882614076465551e-01  3.117385917704602e-01
6.2900  2.809031062341540e-01  -6.454750525735702e-01  2.083190217474266e-01  2.916809776695944e-01
6.3000  2.742950008532816e-01  -6.759046036923141e-01  2.284235166462321e-01  2.715764827707871e-01
6.3100  2.673898922997887e-01  -7.048709770847121e-01  2.484215471681784e-01  2.515784522488302e-01
6.3200  2.602025404758197e-01  -7.323498629559865e-01  2.681681608858261e-01  2.318318385311629e-01
6.3300  2.527479090725679e-01  -7.583247967918780e-01  2.875282487147215e-01  2.124717507022393e-01
6.3400  2.450410877026735e-01  -7.827870334334269e-01  3.063777698557525e-01  1.936222295611720e-01
6.3500  2.370972155512819e-01  -8.057353699976065e-01  3.246047432325899e-01  1.753952561842902e-01
6.3600  2.289314070348013e-01  -8.271759222091093e-01  3.421100031412452e-01  1.578899962755831e-01
6.3700  2.205586799089478e-01  -8.471218590534360e-01  3.588077220430747e-01  1.411922773736950e-01
6.3800  2.119938862172228e-01  -8.655931009138002e-01  3.746257081747841e-01  1.253742912419213e-01
6.3900  2.032516464184621e-01  -8.826159865162941e-01  3.895054898270656e-01  1.104945095895705e-01
6.4000  1.943462869784013e-01  -8.982229140831484e-01  4.034022016920115e-01  9.659779772455113e-02
6.4100  1.852917816561716e-01  -9.124519620881121e-01  4.162842915592228e-01  8.371570785726323e-02
6.4200  1.761016966630379e-01  -9.253464949276574e-01  4.281330678374505e-01  7.186693157895684e-02
6.4300  1.667891398182422e-01  -9.369547586744901e-01  4.389421099013860e-01  6.105788951494179e-02
6.4400  1.573667137761300e-01  -9.473294718741460e-01  4.487165641406741e-01  5.128343527557382e-02
6.4500  1.478464733503724e-01  -9.565274160901022e-01  4.574723488660037e-01  4.252765055016538e-02
6.4600  1.382398869154891e-01  -9.646090306069292e-01  4.652352909642198e-01  3.476470845187184e-02
6.4700  1.285578018233967e-01  -9.716380153736528e-01  4.720402164596254e-01  2.795978295639157e-02
6.4800  1.188104137336226e-01  -9.776809459195508e-01  4.779300160070738e-01  2.206998340887138e-02
6.4900  1.090072397203095e-01  -9.828069036106422e-01  4.829547048923690e-01  1.704529452350848e-02
6.5000  9.915709498730520e-02  -9.870871242450980e-01  4.871704954252288e-01  1.282950399058547e-02
6.5100  8.926807299449441e-02  -9.905946676171671e-01  4.906388977557828e-01  9.361101659973102e-03
6.5200  7.934752877404849e-02  -9.934041103186033e-01  4.934258631989479e-01  6.574136216755164e-03
6.5300  6.940206519432299e-02  -9.955912636999970e-01  4.956009821778785e-01  4.399017237777214e-03
6.5400  5.943752191156649e-02  -9.972329185869881e-01  4.972367469567613e-01  2.763252458853066e-03
6.5500  4.945896673519335e-02  -9.984066180424894e-01  4.984078874755207e-01  1.592111940058421e-03
6.5600  3.947068912086969e-02  -9.991904591894178e-01  4.991907868675798e-01  8.092125479705197e-04
6.5700  2.947619549677511e-02  -9.996629248619572e-01  4.996629816717815e-01  3.370177437462326e-04
6.5800  1.947820612182049e-02  -9.999027456393532e-01  4.999027503685585e-01  9.724904695323243e-05
6.5900  9.478653169990719e-03  -9.999887926363612e-01  4.999887926991637e-01  1.120671633864170e-05
6.6000  -5.213202679958328e-04  -9.999999976796160e-01  4.999999976796160e-01  1.864456741807638e-09
6.6100  -1.052127994943720e-02  -9.999846728834998e-01  4.999846730009601e-01  1.532654311614035e-05
6.6200  -2.052073682391990e-02  -9.998862781882053e-01  4.998862846545306e-01  1.137148895556213e-04
6.6300  -3.051846550153547e-02  -9.996258822301612e-01  4.996259522122141e-01  3.740473318884321e-04
6.6400  -4.051245157950846e-02  -9.991246244541269e-01  4.991250075953000e-01  8.749919488254048e-04
6.6500  -5.049989272171056e-02  -9.983037945744616e-01  4.983052331308844e-01  1.694766413270313e-03
6.6600  -6.047720068777761e-02  -9.970849430044035e-01  4.970891917830473e-01  2.910807761142954e-03
6.6700  -7.044000462040337e-02  -9.953900220103590e-01  4.954006479588914e-01  4.599351585340454e-03
6.6800  -8.038315589624209e-02  -9.931415571999583e-01  4.931650763187790e-01  6.834923225500553e-03
6.6900  -9.030073484105132e-02  -9.902628487691340e-01  4.903102548261803e-01  9.689744718152657e-03
6.7000  -1.001860596028989e-01  -9.866782017159793e-01  4.867669368707394e-01  1.323306267365219e-02
6.7100  -1.100316974681129e-01  -9.823131839794123e-01  4.824695957098853e-01  1.753040383456959e-02
6.7200  -1.198294788928597e-01  -9.770949111810473e-01  4.773572327279493e-01  2.264276681657335e-02
6.7300  -1.295705145085071e-01  -9.709523563421905e-01  4.713742391432260e-01  2.862576040136834e-02
6.7400  -1.392452153410181e-01  -9.638166826182344e-01  4.644712988466092e-01  3.552870069805986e-02
6.7500  -1.488433164633172e-01  -9.556215967444219e-01  4.566063180821793e-01  4.339368146256687e-02
6.7600  -1.583539042747079e-01  -9.463037205252219e-01  4.477453657399387e-01  5.225463380488646e-02
6.7700  -1.677654475729029e-01  -9.358029773304423e-01  4.378636061902601e-01  6.213639335464465e-02
6.7800  -1.770658325520084e-01  -9.240629901914680e-01  4.269462049207985e-01  7.305379462418563e-02
6.7900  -1.862424018239122e-01  -9.110314877281062e-01  4.149891858160432e-01  8.501081372901916e-02
6.8000  -1.952819975210771e-01  -8.966607137885372e-01  4.020002178258845e-01  9.799978171925385e-02
6.8100  -2.041710084959179e-01  -8.809078363603685e-01  3.879993080805529e-01  1.120006914646582e-01
6.8200  -2.128954215860309e-01  -8.637353510186870e-01  3.730193782996872e-01  1.269806212455926e-01
6.8300  -2.214408768659110e-01  -8.451114739264109e-01  3.571067016810354e-01  1.428932978643078e-01
6.8400  -2.297927267548985e-01  -8.250105192022297e-01  3.403211783971663e-01  1.596788211482343e-01
6.8500  -2.379360987984968e-01  -8.034132553307882e-01  3.227364294206072e-01  1.772635701248439e-01
6.8600  -2.458559618865204e-01  -7.803072352168848e-01  3.044396906659094e-01  1.955603088795846e-01
6.8700  -2.535371956175014e-01  -7.556870944878115e-01  2.855314923877152e-01  2.144685071578138e-01
6.8800  -2.609646624651684e-01  -7.295548127321555e-01  2.661251123903252e-01  2.338748871552302e-01
6.8900  -2.681232823504844e-01  -7.019199325345884e-01  2.463457958446806e-01  2.536542037008923e-01
6.9000  -2.749981091725499e-01  -6.727997314281088e-01  2.263297393048677e-01  2.736702602407140e-01
6.9100  -2.815744088045942e-01  -6.422193422397451e-01  2.062228417734254e-01  2.937771577721565e-01
6.9200  -2.878377380181937e-01  -6.102118177528113e-01  1.861792312625951e-01  3.138207682829788e-01
6.9300  -2.937740237607000e-01  -5.768181361461745e-01  1.663595810935733e-01  3.336404184519853e-01
6.9400  -2.993696421785134e-01  -5.420871442941914e-01  1.469292360045157e-01  3.530707635410206e-01
6.9500  -3.046114967531222e-01  -5.060754367132136e-01  1.280561738222349e-01  3.719438257232731e-01
6.9600  -3.094870948984929e-01  -4.688471687128006e-01  1.099088338050046e-01  3.900911657404699e-01
6.9700  -3.139846223580927e-01  -4.304738031407974e-01  9.265384759525098e-02  4.073461519501868e-01
6.9800  -3.180930147380639e-01  -3.910337909880001e-01  7.645371284722348e-02  4.235462866981752e-01
6.9900  -3.218020255202471e-01  -3.506121870252285e-01  6.146445284530689e-02  4.385355467000518e-01
7.0000  -3.251022899150776e-01  -3.093002025668083e-01  4.783330765393434e-02  4.521666918913853e-01
7.0100  -3.279853839399197e-01  -2.671946983721921e-01  3.569650341910336e-02  4.643034961261782e-01
7.0200  -3.304438781430263e-01  -2.243976215935161e-01  2.517714628841342e-02  4.748228532568335e-01
7.0300  -3.324713854367100e-01  -1.810153915329423e-01  1.638328598591220e-02  4.836167135593044e-01
7.0400  -3.340626025549969e-01  -1.371582397715936e-01  9.406191368620977e-03  4.905938081765704e-01
7.0500  -3.352133447103354e-01  -9.293951095451827e-02  4.318876348232511e-03  4.956811231969395e-01
7.0600  -3.359205730900138e-01  -4.847493114748593e-02  1.174909474876751e-03  4.988250900702829e-01
7.0700  -3.361824149048229e-01  -3.881851207367329e-03  7.534384398069596e-06  4.999924651607563e-01
7.0800  -3.359981757790639e-01  4.072152698355146e-02  8.291213799360547e-04  4.991708781652207e-01
7.0900  -3.353683443510198e-01  8.521693328710021e-02  3.630962859429044e-03  4.963690366857370e-01
7.1000  -3.342945890351901e-01  1.294868128017450e-01  8.383417344777081e-03  4.916165822004053e-01
7.1100  -3.327797469805699e-01  1.734151017852917e-01  1.503639876360154e-02  4.849636007816030e-01
7.1200  -3.308278053416719e-01  2.168879878399762e-01  2.352019963463683e-02  4.764797999105954e-01
7.1300  -3.284438750594800e-01  2.597946464512180e-01  3.374662916235667e-02  4.662533703829077e-01
7.1400  -3.256341574267815e-01  3.020279463584548e-01  4.561044019075281e-02  4.543895593545473e-01
7.1500  -3.224059037851001e-01  3.434851167427983e-01  5.899101271190689e-02  4.410089868334313e-01
7.1600  -3.187673687676231e-01  3.840683698302323e-01  7.375425635202607e-02  4.262457431933510e-01
7.1700  -3.147277575630572e-01  4.236854732169264e-01  8.975469010752543e-02  4.102453094378894e-01
7.1800  -3.102971677284143e-01  4.622502670092952e-01  1.068376546750823e-01  3.931623448703681e-01
7.1900  -3.054865261236052e-01  4.996831217186597e-01  1.248416110652524e-01  3.751583884802303e-01
7.2000  -3.003075215768996e-01  5.359113337407903e-01  1.436004788159163e-01  3.563995207295942e-01
7.2100  -2.947725339174448e-01  5.708694561658876e-01  1.629459679915681e-01  3.370540315539647e-01
7.2200  -2.888945600289672e-01  6.044995635864241e-01  1.827098611880886e-01  3.172901383574599e-01
7.2300  -2.826871375875367e-01  6.367514504810335e-01  2.027262048448500e-01  2.972737947007065e-01
7.2400  -2.761642671460489e-01  6.675827636356394e-01  2.228333731516990e-01  2.771666263938579e-01
7.2500  -2.693403332192226e-01  6.969590699029600e-01  2.428759725599995e-01  2.571240269855489e-01
7.2600  -2.622300250059366e-01  7.248538613848603e-01  2.627065601822711e-01  2.372934393632604e-01
7.2700  -2.548482573612395e-01  7.512485008371570e-01  2.821871550050379e-01  2.178128445404679e-01
7.2800  -2.472100925991238e-01  7.761321107339837e-01  3.011905266561944e-01  1.988094728892774e-01
7.2900  -2.393306636699390e-01  7.995014099815175e-01  3.196012522812173e-01  1.803987472642125e-01
7.3000  -2.312250992140381e-01  8.213605027338738e-01  3.373165377256210e-01  1.626834618197590e-01
7.3100  -2.229084509467847e-01  8.417206241347003e-01  3.542468045468547e-01  1.457531949984686e-01
7.3200  -2.143956237803516e-01  8.605998480859541e-01  3.703160492627837e-01  1.296839502824768e-01
7.3300  -2.057013090357154e-01  8.780227623321392e-01  3.854619855866800e-01  1.145380139585122e-01
7.3400  -1.968399210448038e-01  8.940201162472639e-01  3.996359841273856e-01  1.003640154177342e-01
7.3500  -1.878255373887310e-01  9.086284467279526e-01  4.128028271016259e-01  8.719717244341800e-02
7.3600  -1.786718429642643e-01  9.218896875358227e-01  4.249402979924484e-01  7.505970155251730e-02
7.3700  -1.693920780178267e-01  9.338507673028217e-01  4.360386277960344e-01  6.396137174885183e-02
7.3800  -1.599989902351059e-01  9.445632012229140e-01  4.460998205522396e-01  5.390017899256680e-02
7.3900  -1.505047909252825e-01  9.540826812110631e-01  4.551368812934455e-01  4.486311825128159e-02
7.4000  -1.409211152924704e-01  9.624686690249236e-01  4.631729694273039e-01  3.682703011734543e-02
7.4100  -1.312589867435885e-01  9.697839965251431e-01  4.702404999581394e-01  2.975949958643426e-02
7.4200  -1.215287851418226e-01  9.760944769056492e-01  4.763802139228565e-01  2.361978562164456e-02
7.4300  -1.117402188783219e-01  9.814685303643895e-01  4.816402380478173e-01  1.835976149661499e-02
7.4400  -1.019023006019082e-01  9.859768273158951e-01  4.860751520019592e-01  1.392484754240859e-02
7.4500  -9.202332641741637e-02  9.896919518772999e-01  4.897450798053498e-01  1.025491973895844e-02
7.4600  -8.211085833779055e-02  9.926880879959818e-01  4.927148200245591e-01  7.285179519694753e-03
7.4700  -7.217170975315017e-02  9.950407302359552e-01  4.950530274142514e-01  4.946972129953610e-03
7.4800  -6.221193366154795e-02  9.968264209069068e-01  4.968314567090368e-01  3.168542835125325e-03
7.4900  -5.223681339088083e-02  9.981225149089687e-01  4.981242773841023e-01  1.875722160022949e-03
7.5000  -4.225085552912761e-02  9.990069733817858e-01  4.990074664327180e-01  9.925331113765448e-04
7.5100  -3.225778477050369e-02  9.995581869913144e-01  4.995582845906817e-01  4.417149533886601e-04
7.5200  -2.226054037793256e-02  9.998548294645432e-01  4.998548400017854e-01  1.451595422671782e-04
7.5300  -1.226127395710792e-02  9.999757417928047e-01  4.999757420870350e-01  2.425745700600248e-05
7.5400  -2.261348234015506e-03  9.999998473698969e-01  4.999998473699085e-01  1.521741276097044e-07
7.5500  7.738639880018049e-03  9.999939013229460e-01  4.999939013415429e-01  6.098631509836016e-06
7.5600  1.773832594964010e-02  9.999265498843330e-01  4.999265525817928e-01  7.344739126788855e-05
7.5700  2.773670406626464e-02  9.997191566977829e-01  4.997191961342631e-01  2.808038388121916e-04
7.5800  3.773197930792117e-02  9.992928348540764e-01  4.992930848953482e-01  7.069150777481220e-04
7.5900  4.772156843679307e-02  9.985688224850784e-01  4.985698466196180e-01  1.430153353505719e-03
7.6000  5.770210163300589e-02  9.974685845945773e-01  4.974717886265547e-01  2.528211346602539e-03
7.6100  6.766942540097957e-02  9.959139456951103e-01  4.959222936150015e-01  4.077706358195693e-03
7.6200  7.761860695480242e-02  9.938272529043605e-01  4.938463043077138e-01  6.153695665529432e-03
7.6300  8.754394038478104e-02  9.911315689809246e-01  4.911708935152946e-01  8.829106458000299e-03
7.6400  9.743895490110549e-02  9.877508945710521e-01  4.878259148629569e-01  1.217408511039540e-02
7.6500  1.072964254421061e-01  9.836104186969843e-01  4.837447278846284e-01  1.625527208878621e-02
7.6600  1.171083859235518e-01  9.786367962459496e-01  4.788649894832681e-01  2.113501049021322e-02
7.6700  1.268661453915554e-01  9.727584509195111e-01  4.731295019176634e-01  2.687049805588856e-02
7.6800  1.365603073246484e-01  9.659059017793505e-01  4.664871055460902e-01  3.351289442753595e-02
7.6900  1.461807923102444e-01  9.580121111819662e-01  4.588936025856640e-01  4.110639738803885e-02
7.7000  1.557168642968560e-01  9.490128515362001e-01  4.503126961904348e-01  4.968730378334651e-02
7.7100  1.651571605959294e-01  9.388470879497982e-01  4.407169272759081e-01  5.928307269795283e-02
7.7200  1.744897257759783e-01  9.274573734609196e-01  4.300885897935138e-01  6.991141018042661e-02
7.7300  1.837020495568155e-01  9.147902531849216e-01  4.184206036610665e-01  8.157939631295270e-02
7.7400  1.927811087732106e-01  9.007966733537669e-01  4.057173233626065e-01  9.428267661148937e-02
7.7500  2.017134134353918e-01  8.854323908934818e-01  3.919952594216738e-01  1.080047405524959e-01
7.7600  2.104850568687264e-01  8.686583788830634e-01  3.772836896018759e-01  1.227163103723636e-01
7.7700  2.190817698669962e-01  8.504412229751798e-01  3.616251368677597e-01  1.383748631065448e-01
7.7800  2.274889787433702e-01  8.307535036440098e-01  3.450756919083989e-01  1.549243080659648e-01
7.7900  2.356918671109875e-01  8.095741589675608e-01  3.277051594340167e-01  1.722948405403997e-01
7.8000  2.436754411716176e-01  7.868888225592585e-01  3.095970095343481e-01  1.904029904401135e-01
7.8100  2.514245982368509e-01  7.626901312443295e-01  2.908481181487463e-01  2.091518818257524e-01
7.8200  2.589241981524651e-01  7.369779971373206e-01  2.715682841322682e-01  2.284317158422592e-01
7.8300  2.661591372438328e-01  7.097598389236593e-01  2.518795144744694e-01  2.481204855000783e-01
7.8400  2.731144243493724e-01  6.810507673845774e-01  2.319150738775609e-01  2.680849260969981e-01
7.8500  2.797752584610046e-01  6.508737205334152e-01  2.118183000405051e-01  2.881816999340566e-01
7.8600  2.861271074462839e-01  6.192595441527848e-01  1.917411915121574e-01  3.082588084623988e-01
7.8700  2.921557872872622e-01  5.862470140346686e-01  1.718427807322825e-01  3.281572192422604e-01
7.8800  2.978475412370866e-01  5.518827968254270e-01  1.522873107159277e-01  3.477126892585948e-01
7.8900  3.031891182676981e-01  5.162213470587432e-01  1.332422395795717e-01  3.667577603949242e-01
7.9000  3.081678501615382e-01  4.793247387133381e-01  1.148761025713049e-01  3.851238974031591e-01
7.9100  3.127717265875717e-01  4.412624304481911e-01  9.735626626252233e-02  4.026437337119057e-01
7.9200  3.169894674977536e-01  4.021109645333321e-01  8.084661389896335e-02  4.191533860754261e-01
7.9300  3.208105921847272e-01  3.619536003944682e-01  6.550520441925919e-02  4.344947955550905e-01
7.9400  3.242254843553076e-01  3.208798846086949e-01  5.148195017324467e-02  4.485180498010654e-01
7.9500  3.272254525972877e-01  2.789851601090337e-01  3.891635978053160e-02  4.610836401937401e-01
7.9600  3.298027856492222e-01  2.363700182594858e-01  2.793539276599481e-02  4.720646072082410e-01
7.9700  3.319508019238434e-01  1.931396983313059e-01  1.865147153575393e-02  4.813485284384502e-01
7.9800  3.336638927852000e-01  1.494034397271114e-01  1.116069390114631e-02  4.888393060730309e-01
7.9900  3.349375591368712e-01  1.052737930446863e-01  5.541285751007724e-03  4.944587142231483e-01
8.0000  3.357684409428937e-01  6.086589673061441e-02  1.852328692410909e-03  4.981476712817310e-01
8.0100  3.361543393734159e-01  1.629672663045633e-02  1.327916494339122e-04  4.998672083247007e-01
8.0200  3.360942313424735e-01  -2.831567381550334e-02  4.008886918129907e-04  4.995991112823217e-01
8.0300  3.355882762844625e-01  -7.285297466399747e-02  2.653777958696528e-03  4.973462220154454e-01
8.0400  3.346378150976057e-01  -1.171973435948752e-01  6.867608672847616e-03  4.931323913013084e-01
8.0500  3.332453612655971e-01  -1.612322247682767e-01  1.299791515186405e-02  4.870020848223127e-01
8.0600  3.314145842513264e-01  -2.048431041966576e-01  2.098034866846136e-02  4.790196513057416e-01
8.0700  3.291502853377448e-01  -2.479182536376759e-01  3.073173024337750e-02  4.692682697308567e-01
8.0800  3.264583661692174e-01  -2.903494453662317e-01  4.215140021223918e-02  4.578485997620297e-01
8.0900  3.233457903208525e-01  -3.320326306581571e-01  5.512283391088810e-02  4.448771660634183e-01
8.1000  3.198205382921313e-01  -3.728685754033751e-01  6.951548726167121e-02  4.304845127126735e-01
8.1100  3.158915563836469e-01  -4.127634469495728e-01  8.518683156884642e-02  4.148131684055366e-01
8.1200  3.115686999709774e-01  -4.516293470433962e-01  1.019845335554222e-01  3.980154664189970e-01
8.1300  3.068626717369436e-01  -4.893847865681458e-01  1.197487346621748e-01  3.802512653122778e-01
8.1400  3.017849554621340e-01  -5.259550986572000e-01  1.383143829017525e-01  3.616856170727294e-01
8.1500  2.963477460032630e-01  -5.612727876725890e-01  1.575135710908796e-01  3.424864288836262e-01
8.1600  2.905638761094209e-01  -5.952778124599934e-01  1.771778370035776e-01  3.228221629709458e-01
8.1700  2.844467407375724e-01  -6.279178032070174e-01  1.971403837921633e-01  3.028596161823705e-01
8.1800  2.780102195309065e-01  -6.591482121239125e-01  2.172381827730752e-01  2.827618172014610e-01
8.1900  2.712685981171397e-01  -6.889323990193024e-01  2.373139252092456e-01  2.626860747652848e-01
8.2000  2.642364888691002e-01  -7.172416536437918e-01  2.572177948608405e-01  2.427822051136753e-01
8.2100  2.569287517474583e-01  -7.440551574095027e-01  2.768090386338399e-01  2.231909613406527e-01
8.2200  2.493604158160171e-01  -7.693598877535008e-01  2.959573184420397e-01  2.040426815324212e-01
