# Spherical Bessel functions via up and down recursion
#     logx                 Up Recursion             Down Recursion           Compare Up/Down         Compare Down/GSL         Compare Up/GSL
1.6748611407          1.4188677816e-02          2.0858732098e-02        -7.2052655982e-01         6.4453107884e-01         5.1772174046e-01
1.6757783417          1.5979433797e-02          2.1183506744e-02        -8.5376669492e-01         5.5417911811e-01         4.4898842517e-01
1.6766936096          1.6867512364e-02          2.1306033512e-02        -9.3452420930e-01         4.5678582987e-01         3.5961324873e-01
1.6776069527          1.7230434151e-02          2.1225958610e-02        -9.8339475109e-01         3.3170516929e-01         2.3593887715e-01
1.6785183790          1.7213244877e-02          2.0944848013e-02        -1.0096912115e+00         1.4634463650e-01         4.9256339800e-02
1.6794278966          1.6885042257e-02          2.0466165840e-02        -1.0182853447e+00         1.8188180254e-01         2.7299822847e-01
1.6803355134          1.6284607231e-02          1.9795234843e-02        -1.0118798636e+00         9.7952905222e-01         9.8312889060e-01
1.6812412374          1.5437025850e-02          1.8939179450e-02        -9.9192274467e-01         1.0000000000e+00         1.0000000000e+00
1.6821450764          1.4360647425e-02          1.7906851926e-02        -9.5900153324e-01         1.0000000000e+00         1.0000000000e+00
1.6830470382          1.3070226947e-02          1.6708742436e-02        -9.1298543518e-01         1.0000000000e+00         1.0000000000e+00
1.6839471308          1.1578332634e-02          1.5356873883e-02        -8.5299614211e-01         1.0000000000e+00         1.0000000000e+00
1.6848453616          9.8958378786e-03          1.3864682579e-02        -7.7719184385e-01         1.0000000000e+00         1.0000000000e+00
1.6857417386          8.0318227507e-03          1.2246885926e-02        -6.8223620799e-01         1.0000000000e+00         1.0000000000e+00
1.6866362693          5.9929746026e-03          1.0519338380e-02        -5.6205845723e-01         1.0000000000e+00         1.0000000000e+00
1.6875289612          3.7824193528e-03          8.6988771233e-03        -4.0460738621e-01         1.0000000000e+00         1.0000000000e+00
1.6884198220          1.3977433025e-03          6.8031589253e-03        -1.8103254171e-01         1.0000000000e+00         1.0000000000e+00
1.6893088591         -1.1723096830e-03          4.8504897634e-03         0.0000000000e+00         9.7585147712e-01         1.0000000000e+00
1.6901960800         -3.9535203600e-03          2.8596488510e-03         0.0000000000e+00         9.2502306958e-01         1.0000000000e+00
1.6910814921         -6.9964971749e-03          8.4970875060e-04         0.0000000000e+00         8.7623969412e-01         1.0000000000e+00
1.6919651028         -1.0396717505e-02         -1.1601467068e-03        -9.7329247091e-02         8.2666445697e-01         9.7904435452e-01
1.6928469193         -1.4337195754e-02         -3.1508049622e-03        -1.9405017524e-01         7.7295865718e-01         9.4525552424e-01
1.6937269489         -1.9190782152e-02         -5.1034059967e-03        -2.3667227949e-01         7.1015807752e-01         9.1374648627e-01
1.6946051989         -2.5809417596e-02         -6.9995206096e-03        -2.4160575845e-01         6.2912604796e-01         8.8370157392e-01
1.6954816765         -3.6574839131e-02         -8.8213240248e-03        -2.1370115194e-01         5.0891804635e-01         8.5443676422e-01
1.6963563887         -6.1381574877e-02         -1.0551763190e-02        -1.5081171346e-01         2.8481670933e-01         8.2533504219e-01
1.6972293428         -2.5276486953e-01         -1.2174716200e-02        -4.1869003968e-02         4.0491338152e-01         7.9579420468e-01
1.6981005456          8.1853552036e-02         -1.3675142357e-02         0.0000000000e+00         1.0000000000e+00         7.6517737056e-01
1.6989700043          2.6348257592e-02         -1.5039221463e-02         0.0000000000e+00         1.0000000000e+00         7.3275733068e-01
1.6998377259          1.0846682572e-02         -1.6254481065e-02         0.0000000000e+00         1.0000000000e+00         6.9764391510e-01
1.7007037171          3.2396867464e-03         -1.7309910468e-02         0.0000000000e+00         1.0000000000e+00         6.5867777650e-01
1.7015679851         -1.3742816721e-03         -1.8196060484e-02        -6.5726500490e-02         9.6454480695e-01         6.1426118837e-01
1.7024305364         -4.4649675584e-03         -1.8905128005e-02        -2.0908846952e-01         8.7579739301e-01         5.6206850924e-01
1.7032913781         -6.6242074373e-03         -1.9431024640e-02        -3.0845373515e-01         7.9519226893e-01         4.9851473797e-01
1.7041505168         -8.1354826818e-03         -1.9769428823e-02        -3.7995360064e-01         7.1082715532e-01         4.1770026755e-01
1.7050079593         -9.1516762391e-03         -1.9917820935e-02        -4.3137730729e-01         6.0966770056e-01         3.0910305450e-01
1.7058637123         -9.7631160561e-03         -1.9875501156e-02        -4.6700433774e-01         4.6875095233e-01         1.5184673851e-01
1.7067177823         -1.0027517531e-02         -1.9643589945e-02        -4.8933603158e-01         2.2935508728e-01         1.0234080832e-01
1.7075701761         -9.9845624630e-03         -1.9225011179e-02        -4.9983215677e-01         3.4502139791e-01         5.9628804015e-01
1.7084209001         -9.6635524147e-03         -1.8624458174e-02        -4.9925049598e-01         1.0000000000e+00         1.0000000000e+00
1.7092699610         -9.0876530174e-03         -1.7848342957e-02        -4.8779472853e-01         1.0000000000e+00         1.0000000000e+00
1.7101173651         -8.2763319684e-03         -1.6904729330e-02        -4.6514389287e-01         1.0000000000e+00         1.0000000000e+00
1.7109631190         -7.2467737818e-03         -1.5803250408e-02        -4.3037641718e-01         1.0000000000e+00         1.0000000000e+00
1.7118072290         -6.0146735708e-03         -1.4555011458e-02        -3.8175258833e-01         1.0000000000e+00         1.0000000000e+00
1.7126497016         -4.5946212055e-03         -1.3172479026e-02        -3.1623770892e-01         1.0000000000e+00         1.0000000000e+00
1.7134905431         -3.0001823610e-03         -1.1669357430e-02        -2.2843871612e-01         1.0000000000e+00         1.0000000000e+00
1.7143297597         -1.2437165891e-03         -1.0060453845e-02        -1.0793079804e-01         1.0000000000e+00         1.0000000000e+00
1.7151673578          6.6408106372e-04         -8.3615333064e-03         0.0000000000e+00         9.8425203360e-01         1.0000000000e+00
1.7160033436          2.7149882884e-03         -6.5891650260e-03         0.0000000000e+00         9.4169375928e-01         1.0000000000e+00
1.7168377233          4.9045761408e-03         -4.7605615329e-03         0.0000000000e+00         9.0301607224e-01         1.0000000000e+00
1.7176705030          7.2343633504e-03         -2.8934121819e-03         0.0000000000e+00         8.6643132092e-01         1.0000000000e+00
1.7185016889          9.7154407865e-03         -1.0057126399e-03         0.0000000000e+00         8.3050483386e-01         1.0000000000e+00
1.7193312870          1.2374883211e-02          8.8440801173e-04        -6.2182319704e-02         7.9388812596e-01         9.8371088117e-01
1.7201593034          1.5267865404e-02          2.7588609015e-03        -1.5869411618e-01         7.5507212916e-01         9.5080636846e-01
1.7209857442          1.8502553438e-02          4.5997700591e-03        -2.2055390488e-01         7.1204978213e-01         9.1973135428e-01
1.7218106152          2.2297065035e-02          6.3896425282e-03        -2.5608088993e-01         6.6168622714e-01         8.8974393712e-01
1.7226339225          2.7130309445e-02          8.1115342839e-03        -2.6787607684e-01         5.9824967248e-01         8.6019630391e-01
1.7234556720          3.4236461993e-02          9.7492103830e-03        -2.5437119139e-01         5.0917955425e-01         8.3047773462e-01
1.7242758696          4.7917771707e-02          1.1287297834e-02        -2.0851635858e-01         3.5888804249e-01         7.9996431996e-01
1.7250945211          9.9842707075e-02          1.2711429750e-02        -1.1118738099e-01         1.5194623124e-02         7.6796636191e-01
1.7259116323         -1.2190372256e-01          1.4008379429e-02         0.0000000000e+00         1.0000000000e+00         7.3366369928e-01
1.7267272090         -1.7809837795e-02          1.5166183115e-02         0.0000000000e+00         1.0000000000e+00         6.9601522266e-01
1.7275412570         -7.0707111639e-04          1.6174250299e-02         0.0000000000e+00         1.0000000000e+00         6.5361949844e-01
1.7283537820          6.7366996761e-03          1.7023460537e-02        -3.6357072094e-01         8.2223972815e-01         6.0448313045e-01
1.7291647897          1.1043782930e-02          1.7706245911e-02        -6.3500347581e-01         6.9009188103e-01         5.4560804152e-01
1.7299742857          1.3873255585e-02          1.8216658371e-02        -8.6853844697e-01         5.7105306964e-01         4.7219958609e-01
1.7307822757          1.5840309668e-02          1.8550421379e-02        -1.1034542148e+00         4.4172249962e-01         3.7600750774e-01
1.7315887652          1.7225768414e-02          1.8704965383e-02        -1.3854400784e+00         2.7982264149e-01         2.4143590649e-01
1.7323937598          1.8176929543e-02          1.8679446854e-02        -1.8653616076e+00         4.8511955368e-02         3.4900565688e-02
1.7331972651          1.8779782253e-02          1.8474750735e-02        -2.0868344075e+00         3.3909071075e-01         3.3182421714e-01
1.7339992865          1.9089422873e-02          1.8093476334e-02        -1.5721072222e+00         1.0000000000e+00         1.0000000000e+00
1.7347998296          1.9144397677e-02          1.7539906845e-02        -1.3591430500e+00         1.0000000000e+00         1.0000000000e+00
1.7355988997          1.8974060856e-02          1.6819962839e-02        -1.2205450604e+00         1.0000000000e+00         1.0000000000e+00
1.7363965023          1.8602597838e-02          1.5941140212e-02        -1.1132497758e+00         1.0000000000e+00         1.0000000000e+00
1.7371926427          1.8051332390e-02          1.4912433232e-02        -1.0212594541e+00         1.0000000000e+00         1.0000000000e+00
1.7379873263          1.7340094149e-02          1.3744243470e-02        -9.3673996845e-01         1.0000000000e+00         1.0000000000e+00
1.7387805585          1.6488044349e-02          1.2448275525e-02        -8.5508678336e-01         1.0000000000e+00         1.0000000000e+00
1.7395723445          1.5514175096e-02          1.1037420577e-02        -7.7312734542e-01         1.0000000000e+00         1.0000000000e+00
1.7403626895          1.4437604609e-02          9.5256289349e-03        -6.8828921300e-01         1.0000000000e+00         1.0000000000e+00
1.7411515989          1.3277741210e-02          7.9277728063e-03        -5.9809758698e-01         1.0000000000e+00         1.0000000000e+00
1.7419390777          1.2054361289e-02          6.2595006635e-03        -4.9973694115e-01         1.0000000000e+00         1.0000000000e+00
1.7427251313          1.0787630687e-02          4.5370846027e-03        -3.8947445321e-01         1.0000000000e+00         1.0000000000e+00
1.7435097647          9.4980896527e-03          2.7772621935e-03        -2.6161120298e-01         1.0000000000e+00         1.0000000000e+00
1.7442929831          8.2066161142e-03          9.9707434524e-04        -1.0605434167e-01         1.0000000000e+00         1.0000000000e+00
1.7450747916          6.9343788333e-03         -7.8629923972e-04         0.0000000000e+00         1.0000000000e+00         9.8523232074e-01
1.7458551952          5.7027903987e-03         -2.5557054433e-03         0.0000000000e+00         1.0000000000e+00         9.5323498439e-01
1.7466341989          4.5334694721e-03         -4.2941823483e-03         0.0000000000e+00         1.0000000000e+00         9.2263606671e-01
1.7474118079          3.4482220742e-03         -5.9851215190e-03         0.0000000000e+00         1.0000000000e+00         8.9275191578e-01
1.7481880270          2.4690529941e-03         -7.6124263936e-03         0.0000000000e+00         1.0000000000e+00         8.6295890738e-01
1.7489628613          1.6182207801e-03         -9.1606652808e-03         0.0000000000e+00         1.0000000000e+00         8.3264118416e-01
1.7497363156          9.1835359127e-04         -1.0615217507e-02         0.0000000000e+00         1.0000000000e+00         8.0113978575e-01
1.7505083949          3.9264910379e-04         -1.1962411333e-02         0.0000000000e+00         1.0000000000e+00         7.6769399391e-01
1.7512791040          6.5190744388e-05         -1.3189652333e-02         0.0000000000e+00         1.0000000000e+00         7.3136320994e-01
1.7520484478         -3.8573423597e-05         -1.4285541042e-02        -2.3453456443e-03         9.9901333414e-01         6.9091093001e-01
1.7528164312          1.0887925576e-04         -1.5239978762e-02         0.0000000000e+00         1.0000000000e+00         6.4461756566e-01
1.7535830589          5.3819092180e-04         -1.6044260552e-02         0.0000000000e+00         1.0000000000e+00         5.8995628727e-01
1.7543483357          1.2846651933e-03         -1.6691154540e-02         0.0000000000e+00         1.0000000000e+00         5.2299024474e-01
1.7551122664          2.3905671197e-03         -1.7174966839e-02         0.0000000000e+00         1.0000000000e+00         4.3715688905e-01
1.7558748557          3.9086145262e-03         -1.7491591483e-02         0.0000000000e+00         1.0000000000e+00         3.2055557352e-01
1.7566361082          5.9074076316e-03         -1.7638544944e-02         0.0000000000e+00         1.0000000000e+00         1.4902394042e-01
1.7573960288          8.4801384300e-03         -1.7614984947e-02         0.0000000000e+00         1.0000000000e+00         1.3530056676e-01
1.7581546220          1.1759108168e-02         -1.7421713440e-02         0.0000000000e+00         1.0000000000e+00         7.1452372462e-01
1.7589118924          1.5941097054e-02         -1.7061163751e-02         0.0000000000e+00         3.5285881182e-01         1.0000000000e+00
1.7596678447          2.1334363198e-02         -1.6537372076e-02         0.0000000000e+00         8.3193207302e-02         1.0000000000e+00
1.7604224834          2.8452325075e-02         -1.5855933640e-02         0.0000000000e+00         2.8479751867e-03         1.0000000000e+00
1.7611758132          3.8218761299e-02         -1.5023943991e-02         0.0000000000e+00         6.9884081118e-05         1.0000000000e+00
1.7619278384          5.2477788046e-02         -1.4049926021e-02         0.0000000000e+00         4.7078431558e-02         1.0000000000e+00
1.7626785637          7.5510677448e-02         -1.2943743475e-02         0.0000000000e+00         1.4141133636e-01         1.0000000000e+00
1.7634279936          1.2001656146e-01         -1.1716501809e-02         0.0000000000e+00         2.9554307489e-01         1.0000000000e+00
1.7641761324          2.4764063879e-01         -1.0380437387e-02         0.0000000000e+00         5.4440752676e-01         1.0000000000e+00
1.7649229846          6.8969473305e+00         -8.9487961189e-03         0.0000000000e+00         9.7703800269e-01         1.0000000000e+00
1.7656685548         -2.8393696839e-01         -7.4357027376e-03        -2.2751691753e-02         1.0000000000e+00         1.0000000000e+00
1.7664128471         -1.4053278266e-01         -5.8560220002e-03        -3.6215202678e-02         1.0000000000e+00         1.0000000000e+00
1.7671558661         -9.2727157772e-02         -4.2252131705e-03        -3.9605620790e-02         1.0000000000e+00         1.0000000000e+00
1.7678976160         -6.8094044033e-02         -2.5591792061e-03        -3.2659571406e-02         1.0000000000e+00         1.0000000000e+00
1.7686381012         -5.2612886303e-02         -8.7411211525e-04        -1.4432091801e-02         1.0000000000e+00         1.0000000000e+00
1.7693773261         -4.1681701136e-02          8.1366401539e-04         0.0000000000e+00         1.0000000000e+00         9.8440768224e-01
1.7701152948         -3.3352087132e-02          2.4878508034e-03         0.0000000000e+00         1.0000000000e+00         9.5326102030e-01
1.7708520116         -2.6662506842e-02          4.1323326412e-03         0.0000000000e+00         1.0000000000e+00         9.2310442615e-01
1.7715874809         -2.1087406436e-02          5.7313315441e-03         0.0000000000e+00         1.0000000000e+00         8.9329620464e-01
1.7723217067         -1.6318057152e-02          7.2695582885e-03         0.0000000000e+00         1.0000000000e+00         8.6322324242e-01
1.7730546934         -1.2163281827e-02          8.7323583952e-03         0.0000000000e+00         1.0000000000e+00         8.3225061552e-01
1.7737864450         -8.4999118230e-03          1.0105851565e-02         0.0000000000e+00         1.0000000000e+00         7.9966728426e-01
1.7745169657         -5.2461213869e-03          1.1377063241e-02         0.0000000000e+00         1.0000000000e+00         7.6461760465e-01
1.7752462597         -2.3461742131e-03          1.2534047050e-02         0.0000000000e+00         1.0000000000e+00         7.2600363492e-01
1.7759743311          2.3875185339e-04          1.3565996970e-02        -1.5288123684e-02         9.9337561877e-01         6.8233238318e-01
1.7767011840          2.5363220717e-03          1.4463348172e-02        -1.5390832747e-01         9.2379143154e-01         6.3145857657e-01
1.7774268224          4.5667890688e-03          1.5217865587e-02        -2.6893496929e-01         8.4815198895e-01         5.7012013974e-01
1.7781512504          6.3455030609e-03          1.5822719394e-02        -3.6905007665e-01         7.6029326738e-01         4.9303300983e-01
1.7788744720          7.8846381203e-03          1.6272546719e-02        -4.5939263294e-01         6.4994971033e-01         3.9095773720e-01
1.7795964913          9.1944040565e-03          1.6563499002e-02        -5.4349635224e-01         4.9714370869e-01         2.4604802835e-01
1.7803173121          1.0283910532e-02          1.6693274610e-02        -6.2418169048e-01         2.5510224123e-01         1.8647844112e-02
1.7810369386          1.1161789338e-02          1.6661136422e-02        -7.0409166648e-01         2.2076363387e-01         4.0092449818e-01
1.7817553747          1.1836643906e-02          1.6467914254e-02        -7.8615624643e-01         1.0000000000e+00         1.0000000000e+00
1.7824726242          1.2317372188e-02          1.6115992158e-02        -8.7420240308e-01         1.0000000000e+00         1.0000000000e+00
1.7831886911          1.2613394407e-02          1.5609280736e-02        -9.7407284574e-01         1.0000000000e+00         1.0000000000e+00
1.7839035793          1.2734807699e-02          1.4953174802e-02        -1.0962578955e+00         1.0000000000e+00         1.0000000000e+00
1.7846172926          1.2692483352e-02          1.4154496823e-02        -1.2639440678e+00         1.0000000000e+00         1.0000000000e+00
1.7853298350          1.2498118168e-02          1.3221426734e-02        -1.5509396713e+00         1.0000000000e+00         1.0000000000e+00
1.7860412102          1.2164248585e-02          1.2163418841e-02        -4.4671561783e+00         1.0000000000e+00         1.0000000000e+00
1.7867514221          1.1704234226e-02          1.0991106647e-02        -1.5027694778e+00         1.0000000000e+00         1.0000000000e+00
1.7874604745          1.1132216193e-02          9.7161965602e-03        -1.1680037217e+00         1.0000000000e+00         1.0000000000e+00
1.7881683711          1.0463054464e-02          8.3513515324e-03        -9.4985768853e-01         1.0000000000e+00         1.0000000000e+00
1.7888751158          9.7122480814e-03          6.9100657894e-03        -7.7319509434e-01         1.0000000000e+00         1.0000000000e+00
1.7895807122          8.8958413615e-03          5.4065318814e-03        -6.1266861707e-01         1.0000000000e+00         1.0000000000e+00
1.7902851640          8.0303190383e-03          3.8555013622e-03        -4.5439165002e-01         1.0000000000e+00         1.0000000000e+00
1.7909884751          7.1324930108e-03          2.2721404613e-03        -2.8667410211e-01         1.0000000000e+00         1.0000000000e+00
1.7916906490          6.2193832359e-03          6.7188215620e-04        -9.4201580084e-02         1.0000000000e+00         1.0000000000e+00
1.7923916895          5.3080952042e-03         -9.2972391429e-04         0.0000000000e+00         1.0000000000e+00         9.8180283657e-01
1.7930916002          4.4156963956e-03         -2.5171622386e-03         0.0000000000e+00         1.0000000000e+00         9.5140248629e-01
1.7937903847          3.5590941024e-03         -4.0751014638e-03         0.0000000000e+00         1.0000000000e+00         9.2160478140e-01
1.7944880467          2.7549170435e-03         -5.5885422208e-03         0.0000000000e+00         1.0000000000e+00         8.9179370724e-01
1.7951845897          2.0194032723e-03         -7.0429613197e-03         0.0000000000e+00         1.0000000000e+00         8.6135179072e-01
1.7958800173          1.3682970134e-03         -8.4244509304e-03         0.0000000000e+00         1.0000000000e+00         8.2960866898e-01
1.7965743332          8.1675727498e-04         -9.7198514171e-03         0.0000000000e+00         1.0000000000e+00         7.9577998744e-01
1.7972675408          3.7928138773e-04         -1.0916876557e-02         0.0000000000e+00         1.0000000000e+00         7.5888408733e-01
1.7979596437          6.9647072512e-05         -1.2004229953e-02         0.0000000000e+00         1.0000000000e+00         7.1761607147e-01
1.7986506454         -9.9122710736e-05         -1.2971711542e-02        -6.6374100417e-03         9.9698612614e-01         6.7014167508e-01
1.7993405495         -1.1476693867e-04         -1.3810313188e-02        -7.2183439891e-03         9.9602961198e-01         6.1373531411e-01
1.8000293592          3.4240839272e-05         -1.4512302468e-02         0.0000000000e+00         1.0000000000e+00         5.4409670248e-01
1.8007170783          3.5876297179e-04         -1.5071293872e-02         0.0000000000e+00         1.0000000000e+00         4.5394699385e-01
1.8014037100          8.6912281024e-04         -1.5482306768e-02         0.0000000000e+00         1.0000000000e+00         3.2982078818e-01
1.8020892579          1.5753003941e-03         -1.5741809590e-02         0.0000000000e+00         1.0000000000e+00         1.4360171379e-01
1.8027737253          2.4872213634e-03         -1.5847749874e-02         0.0000000000e+00         1.0000000000e+00         1.7503574906e-01
1.8034571156          3.6151720656e-03         -1.5799569887e-02         0.0000000000e+00         1.0000000000e+00         8.6582840490e-01
1.8041394323          4.9703900375e-03         -1.5598207730e-02         0.0000000000e+00         2.8069950382e-01         1.0000000000e+00
1.8048206787          6.5659050809e-03         -1.5246083946e-02         0.0000000000e+00         4.8090290350e-01         1.0000000000e+00
1.8055008582          8.4177490439e-03         -1.4747073806e-02         0.0000000000e+00         5.4286931518e-01         1.0000000000e+00
1.8061799740          1.0546725146e-02         -1.4106465573e-02         0.0000000000e+00         5.6362839779e-01         1.0000000000e+00
1.8068580295          1.2981055145e-02         -1.3330905195e-02         0.0000000000e+00         5.6557065642e-01         1.0000000000e+00
1.8075350281          1.5760454661e-02         -1.2428327986e-02         0.0000000000e+00         5.5634763606e-01         1.0000000000e+00
1.8082109729          1.8942628294e-02         -1.1407878007e-02         0.0000000000e+00         5.3896072456e-01         1.0000000000e+00
1.8088858674          2.2614059747e-02         -1.0279815948e-02         0.0000000000e+00         5.1442958181e-01         1.0000000000e+00
1.8095597146          2.6908852010e-02         -9.0554164424e-03         0.0000000000e+00         4.8263673747e-01         1.0000000000e+00
1.8102325180          3.2043675430e-02         -7.7468558348e-03         0.0000000000e+00         4.4253402483e-01         1.0000000000e+00
1.8109042807          3.8387656542e-02         -6.3670915128e-03         0.0000000000e+00         3.9199086922e-01         1.0000000000e+00
1.8115750059          4.6616276235e-02         -4.9297340005e-03         0.0000000000e+00         3.2725075845e-01         1.0000000000e+00
1.8122446968          5.8096898049e-02         -3.4489130674e-03         0.0000000000e+00         2.4166987353e-01         1.0000000000e+00
1.8129133566          7.6049417282e-02         -1.9391391708e-03         0.0000000000e+00         1.2274083128e-01         1.0000000000e+00
1.8135809886          1.1021785707e-01         -4.1516158399e-04         0.0000000000e+00         5.5843098762e-02         1.0000000000e+00
1.8142475957          2.1004834364e-01          1.1081754023e-03        -4.5825538942e-03         3.6019335940e-01         9.7781664752e-01
1.8149131813         -1.1382342063e+01          2.6160768073e-03         0.0000000000e+00         1.0000000000e+00         9.4802932997e-01
1.8155777483         -1.6844612141e-01          4.0939404150e-03         0.0000000000e+00         1.0000000000e+00         9.1847339316e-01
1.8162413000         -7.3540154913e-02          5.5274979667e-03         0.0000000000e+00         1.0000000000e+00         8.8854232692e-01
1.8169038394         -4.0462638757e-02          6.9029527286e-03         0.0000000000e+00         1.0000000000e+00         8.5759812082e-01
1.8175653696         -2.3101487254e-02          8.2071121086e-03         0.0000000000e+00         1.0000000000e+00         8.2491566070e-01
1.8182258936         -1.2121277983e-02          9.4275140492e-03         0.0000000000e+00         1.0000000000e+00         7.8961064415e-01
1.8188854146         -4.4006595526e-03          1.0552545987e-02         0.0000000000e+00         1.0000000000e+00         7.5053461211e-01
1.8195439355          1.3963850748e-03          1.1571555242e-02        -1.0532932206e-01         9.5927236011e-01         7.0610816047e-01
1.8202014595          5.9347391921e-03          1.2474949791e-02        -4.4945471843e-01         8.1899890184e-01         6.5403600722e-01
1.8208579894          9.5809902429e-03          1.3254288470e-02        -7.9355012753e-01         6.8641278918e-01         5.9078468642e-01
1.8215135284          1.2552982571e-02          1.3902359759e-02        -1.2923800216e+00         5.4730047969e-01         5.1054681356e-01
1.8221680794          1.4987951481e-02          1.4413248414e-02        -1.7089215404e+00         3.8647681238e-01         4.0297945646e-01
1.8228216453          1.6976658944e-02          1.4782389330e-02        -1.1605774903e+00         1.8161428359e-01         2.4759859476e-01
1.8234742292          1.8581806838e-02          1.5006608146e-02        -9.7288932757e-01         1.0924497540e-01         2.8365360645e-03
1.8241258339          1.9848572593e-02          1.5084148238e-02        -8.6522197716e-01         5.8497308997e-01         4.8747721788e-01
1.8247764625          2.0810932788e-02          1.5014683860e-02        -7.9104664585e-01         1.0000000000e+00         1.0000000000e+00
1.8254261178          2.1495609402e-02          1.4799319358e-02        -7.3401169184e-01         1.0000000000e+00         1.0000000000e+00
1.8260748027          2.1924610984e-02          1.4440574487e-02        -6.8654991016e-01         1.0000000000e+00         1.0000000000e+00
1.8267225202          2.2116909447e-02          1.3942356018e-02        -6.4455283905e-01         1.0000000000e+00         1.0000000000e+00
1.8273692731          2.2089565913e-02          1.3309915943e-02        -6.0551970364e-01         1.0000000000e+00         1.0000000000e+00
1.8280150642          2.1858494051e-02          1.2549796722e-02        -5.6777419015e-01         1.0000000000e+00         1.0000000000e+00
1.8286598965          2.1438977890e-02          1.1669764130e-02        -5.3008306738e-01         1.0000000000e+00         1.0000000000e+00
1.8293037728          2.0846018917e-02          1.0678728399e-02        -4.9144638104e-01         1.0000000000e+00         1.0000000000e+00
1.8299466959          2.0094561605e-02          9.5866544436e-03        -4.5096546305e-01         1.0000000000e+00         1.0000000000e+00
1.8305886687          1.9199630537e-02          8.4044620743e-03        -4.0774405174e-01         1.0000000000e+00         1.0000000000e+00
1.8312296939          1.8176402031e-02          7.1439171924e-03        -3.6079583741e-01         1.0000000000e+00         1.0000000000e+00
1.8318697743          1.7040226565e-02          5.8175150490e-03        -3.0893551974e-01         1.0000000000e+00         1.0000000000e+00
1.8325089127          1.5806613820e-02          4.4383567217e-03        -2.5062326236e-01         1.0000000000e+00         1.0000000000e+00
1.8331471119          1.4491189211e-02          3.0200200275e-03        -1.8370845233e-01         1.0000000000e+00         1.0000000000e+00
1.8337843747          1.3109628701e-02          1.5764261421e-03        -1.0495522603e-01         1.0000000000e+00         1.0000000000e+00
1.8344207037          1.1677577259e-02          1.2170323180e-04        -9.0527263681e-03         1.0000000000e+00         1.0000000000e+00
1.8350561017          1.0210555303e-02         -1.3299515673e-03         0.0000000000e+00         1.0000000000e+00         9.7272757522e-01
1.8356905715          8.7238567338e-03         -2.7644104771e-03         0.0000000000e+00         1.0000000000e+00         9.4340193700e-01
1.8363241157          7.2324416035e-03         -4.1677523659e-03         0.0000000000e+00         1.0000000000e+00         9.1394607957e-01
1.8369567371          5.7508260654e-03         -5.5263976659e-03         0.0000000000e+00         1.0000000000e+00         8.8374658913e-01
1.8375884382          4.2929719101e-03         -6.8272396123e-03         0.0000000000e+00         1.0000000000e+00         8.5212690403e-01
1.8382192219          2.8721777392e-03         -8.0577705383e-03         0.0000000000e+00         1.0000000000e+00         8.1828390281e-01
1.8388490907          1.5009736000e-03         -9.2062020086e-03         0.0000000000e+00         1.0000000000e+00         7.8119934227e-01
1.8394780474          1.9102071824e-04         -1.0261577640e-02         0.0000000000e+00         1.0000000000e+00         7.3950354754e-01
1.8401060945         -1.0469822133e-03         -1.1213877531e-02        -8.1332572520e-02         9.6648227601e-01         6.9124889846e-01
1.8407332346         -2.2033848910e-03         -1.2054113297e-02        -1.6057497974e-01         9.2120916917e-01         6.3350614037e-01
1.8413594705         -3.2696622576e-03         -1.2774412831e-02        -2.2737396142e-01         8.6591852360e-01         5.6158942635e-01
1.8419848046         -4.2384813660e-03         -1.3368093960e-02        -2.8522254003e-01         7.9361095641e-01         4.6743153284e-01
1.8426092396         -5.1037574031e-03         -1.3829726342e-02        -3.3641686841e-01         6.8988655359e-01         3.3577019448e-01
1.8432327781         -5.8606981732e-03         -1.4155181004e-02        -3.8258535829e-01         5.1932132684e-01         1.3369872997e-01
1.8438554226         -6.5058364856e-03         -1.4341667087e-02        -4.2496901828e-01         1.6438468497e-01         2.2540657473e-01
1.8444771757         -7.0370500368e-03         -1.4387755462e-02        -4.6458786893e-01         1.0000000000e+00         1.0000000000e+00
1.8450980400         -7.4535685226e-03         -1.4293389028e-02        -5.0235380187e-01         1.0000000000e+00         1.0000000000e+00
1.8457180180         -7.7559678550e-03         -1.4059879624e-02        -5.3916196263e-01         1.0000000000e+00         1.0000000000e+00
1.8463371121         -7.9461515060e-03         -1.3689891609e-02        -5.7598305781e-01         1.0000000000e+00         1.0000000000e+00
1.8469553250         -8.0273191310e-03         -1.3187412321e-02        -6.1397999363e-01         1.0000000000e+00         1.0000000000e+00
1.8475726591         -8.0039227678e-03         -1.2557709722e-02        -6.5468488393e-01         1.0000000000e+00         1.0000000000e+00
1.8481891170         -7.8816110285e-03         -1.1807277672e-02        -7.0030778620e-01         1.0000000000e+00         1.0000000000e+00
1.8488047011         -7.6671618347e-03         -1.0943769413e-02        -7.5434367336e-01         1.0000000000e+00         1.0000000000e+00
1.8494194138         -7.3684043586e-03         -9.9759199208e-03        -8.2293047569e-01         1.0000000000e+00         1.0000000000e+00
1.8500332577         -6.9941309464e-03         -8.9134579163e-03        -9.1845539202e-01         1.0000000000e+00         1.0000000000e+00
1.8506462352         -6.5539999034e-03         -7.7670084264e-03        -1.0721097450e+00         1.0000000000e+00         1.0000000000e+00
1.8512583487         -6.0584301123e-03         -6.5479868546e-03        -1.4107886314e+00         1.0000000000e+00         1.0000000000e+00
