# Spherical Bessel functions via up and down recursion
#     logx                 Up Recursion             Down Recursion           Compare Up/Down         Compare Down/GSL         Compare Up/GSL
1.3747483460         -3.5588384579e-02         -3.5588384579e-02                     -inf         5.7611694189e-01         5.7611694189e-01
1.3765769571         -3.7668832150e-02         -3.7668832150e-02        -1.5734691909e+01         5.7840193646e-01         5.7840193646e-01
1.3783979009         -3.9429800866e-02         -3.9429800866e-02        -1.5578443078e+01         5.7989779743e-01         5.7989779743e-01
1.3802112417         -4.0859263989e-02         -4.0859263989e-02        -1.6071030288e+01         5.8070986234e-01         5.8070986234e-01
1.3820170426         -4.1947891957e-02         -4.1947891957e-02        -1.6082449889e+01         5.8090118248e-01         5.8090118248e-01
1.3838153660         -4.2689121097e-02         -4.2689121097e-02                     -inf         5.8050376990e-01         5.8050376990e-01
1.3856062736         -4.3079199978e-02         -4.3079199978e-02        -1.6094007378e+01         5.7952445982e-01         5.7952445982e-01
1.3873898263         -4.3117212983e-02         -4.3117212983e-02        -1.6094390430e+01         5.7794720794e-01         5.7794720794e-01
1.3891660844         -4.2805080898e-02         -4.2805080898e-02        -1.6091235071e+01         5.7573258028e-01         5.7573258028e-01
1.3909351071         -4.2147538469e-02         -4.2147538469e-02        -1.5783481969e+01         5.7281449744e-01         5.7281449744e-01
1.3926969533         -4.1152089092e-02         -4.1152089092e-02        -1.4928003600e+01         5.6909366573e-01         5.6909366573e-01
1.3944516808         -3.9828936996e-02         -3.9828936996e-02        -1.5457878473e+01         5.6442632342e-01         5.6442632342e-01
1.3961993471         -3.8190897428e-02         -3.8190897428e-02        -1.6041699612e+01         5.5860562301e-01         5.5860562301e-01
1.3979400087         -3.6253285601e-02         -3.6253285601e-02        -1.6019087121e+01         5.5133053791e-01         5.5133053791e-01
1.3996737215         -3.4033785270e-02         -3.4033785270e-02        -1.3927192014e+01         5.4215224635e-01         5.4215224635e-01
1.4014005408         -3.1552298026e-02         -3.1552298026e-02        -1.3999729352e+01         5.3037712858e-01         5.3037712858e-01
1.4031205212         -2.8830774544e-02         -2.8830774544e-02        -1.4640842458e+01         5.1487973418e-01         5.1487973418e-01
1.4048337166         -2.5893029164e-02         -2.5893029164e-02        -1.5395801354e+01         4.9371106840e-01         4.9371106840e-01
1.4065401804         -2.2764539343e-02         -2.2764539343e-02                     -inf         4.6318326227e-01         4.6318326227e-01
1.4082399653         -1.9472231637e-02         -1.9472231637e-02        -1.4971004225e+01         4.1538073710e-01         4.1538073710e-01
1.4099331233         -1.6044255982e-02         -1.6044255982e-02        -1.5011846817e+01         3.2967585215e-01         3.2967585215e-01
1.4116197060         -1.2509750166e-02         -1.2509750166e-02        -1.5159048376e+01         1.3009700458e-01         1.3009700458e-01
1.4132997641         -8.8985964305e-03         -8.8985964305e-03        -1.5533999996e+01         8.7850144630e-01         8.7850144630e-01
1.4149733480         -5.2411722584e-03         -5.2411722584e-03        -1.4650894405e+01         1.0000000000e+00         1.0000000000e+00
1.4166405073         -1.5680974072e-03         -1.5680974072e-03        -1.3981285816e+01         1.0000000000e+00         1.0000000000e+00
1.4183012913          2.0900206784e-03          2.0900206784e-03        -1.4268006971e+01         9.1217755272e-01         9.1217755272e-01
1.4199557485          5.7028409518e-03          5.7028409518e-03        -1.4527856388e+01         8.2652452619e-01         8.2652452619e-01
1.4216039269          9.2405402132e-03          9.2405402132e-03        -1.5550375846e+01         7.7779535418e-01         7.7779535418e-01
1.4232458739          1.2674059812e-02          1.2674059812e-02        -1.5863685496e+01         7.4576083380e-01         7.4576083380e-01
1.4248816366          1.5975345529e-02          1.5975345529e-02                     -inf         7.2261184391e-01         7.2261184391e-01
1.4265112614          1.9117578626e-02          1.9117578626e-02        -1.5264051379e+01         7.0468731369e-01         7.0468731369e-01
1.4281347940          2.2075396118e-02          2.2075396118e-02        -1.5502618258e+01         6.9003449296e-01         6.9003449296e-01
1.4297522800          2.4825098407e-02          2.4825098407e-02        -1.5553600732e+01         6.7750807839e-01         6.7750807839e-01
1.4313637642          2.7344842550e-02          2.7344842550e-02        -1.5595585180e+01         6.6638303219e-01         6.6638303219e-01
1.4329692909          2.9614819516e-02          2.9614819516e-02                     -inf         6.5616845888e-01         6.5616845888e-01
1.4345689040          3.1617413957e-02          3.1617413957e-02                     -inf         6.4650976743e-01         6.4650976743e-01
1.4361626470          3.3337345138e-02          3.3337345138e-02        -1.5505549505e+01         6.3713302319e-01         6.3713302319e-01
1.4377505628          3.4761787861e-02          3.4761787861e-02        -1.5699811858e+01         6.2781066021e-01         6.2781066021e-01
1.4393326938          3.5880472362e-02          3.5880472362e-02                     -inf         6.1833825190e-01         6.1833825190e-01
1.4409090821          3.6685762350e-02          3.6685762350e-02        -1.5547116042e+01         6.0851670683e-01         6.0851670683e-01
1.4424797691          3.7172710549e-02          3.7172710549e-02        -1.5126873992e+01         5.9813633430e-01         5.9813633430e-01
1.4440447959          3.7339091291e-02          3.7339091291e-02        -1.6031903493e+01         5.8695997522e-01         5.8695997522e-01
1.4456042033          3.7185409907e-02          3.7185409907e-02        -1.6030112322e+01         5.7470225532e-01         5.7470225532e-01
1.4471580313          3.6714888848e-02          3.6714888848e-02        -1.5547460712e+01         5.6100096784e-01         5.6100096784e-01
1.4487063199          3.5933430709e-02          3.5933430709e-02        -1.4583874667e+01         5.4537415896e-01         5.4537415896e-01
1.4502491083          3.4849558462e-02          3.4849558462e-02        -1.4483423089e+01         5.2715142394e-01         5.2715142394e-01
1.4517864355          3.3474333475e-02          3.3474333475e-02        -1.4171538330e+01         5.0535720714e-01         5.0535720714e-01
1.4533183400          3.1821252017e-02          3.1821252017e-02        -1.4661427016e+01         4.7849993504e-01         4.7849993504e-01
1.4548448600          2.9906121192e-02          2.9906121192e-02        -1.4745168139e+01         4.4416277673e-01         4.4416277673e-01
1.4563660331          2.7746915367e-02          2.7746915367e-02        -1.6203984454e+01         3.9813604094e-01         3.9813604094e-01
1.4578818967          2.5363614385e-02          2.5363614385e-02        -1.5123588201e+01         3.3235283410e-01         3.3235283410e-01
1.4593924878          2.2778024961e-02          2.2778024961e-02        -1.5004342456e+01         2.2912475121e-01         2.2912475121e-01
1.4608978428          2.0013586834e-02          2.0013586834e-02        -1.5761064678e+01         4.0641367957e-02         4.0641367957e-02
1.4623979979          1.7095165365e-02          1.7095165365e-02        -1.5148545010e+01         4.2285589834e-01         4.2285589834e-01
1.4638929890          1.4048832398e-02          1.4048832398e-02        -1.4930686370e+01         1.0000000000e+00         1.0000000000e+00
1.4653828514          1.0901637294e-02          1.0901637294e-02        -1.6099291468e+01         1.0000000000e+00         1.0000000000e+00
1.4668676204          7.6813701307e-03          7.6813701307e-03        -1.4384945568e+01         1.0000000000e+00         1.0000000000e+00
1.4683473304          4.4163191404e-03          4.4163191404e-03        -1.4156631836e+01         1.0000000000e+00         1.0000000000e+00
1.4698220160          1.1350244871e-03          1.1350244871e-03        -1.3562013061e+01         1.0000000000e+00         1.0000000000e+00
1.4712917111         -2.1339694672e-03         -2.1339694672e-03        -1.4100953330e+01         9.4609195578e-01         9.4609195578e-01
1.4727564493         -5.3623612554e-03         -5.3623612554e-03        -1.3949171004e+01         8.8629549511e-01         8.8629549511e-01
1.4742162641         -8.5223366129e-03         -8.5223366129e-03        -1.4268082554e+01         8.4287211280e-01         8.4287211280e-01
1.4756711883         -1.1586807877e-02         -1.1586807877e-02        -1.4280665506e+01         8.0927633248e-01         8.0927633248e-01
1.4771212547         -1.4529646404e-02         -1.4529646404e-02        -1.4163356945e+01         7.8196925105e-01         7.8196925105e-01
1.4785664956         -1.7325905995e-02         -1.7325905995e-02        -1.4085651846e+01         7.5885767356e-01         7.5885767356e-01
1.4800069430         -1.9952035391e-02         -1.9952035391e-02        -1.4039567652e+01         7.3861140772e-01         7.3861140772e-01
1.4814426285         -2.2386078011e-02         -2.2386078011e-02        -1.4003537787e+01         7.2033091788e-01         7.2033091788e-01
1.4828735836         -2.4607857212e-02         -2.4607857212e-02        -1.3877685693e+01         7.0337112701e-01         7.0337112701e-01
1.4842998393         -2.6599145471e-02         -2.6599145471e-02        -1.3752668138e+01         6.8724079433e-01         6.8724079433e-01
1.4857214265         -2.8343816058e-02         -2.8343816058e-02        -1.3627767336e+01         6.7154065968e-01         6.7154065968e-01
1.4871383755         -2.9827975885e-02         -2.9827975885e-02        -1.3490318736e+01         6.5592202870e-01         6.5592202870e-01
1.4885507165         -3.1040078427e-02         -3.1040078427e-02        -1.3330486277e+01         6.4005578263e-01         6.4005578263e-01
1.4899584794         -3.1971015749e-02         -3.1971015749e-02        -1.3163092473e+01         6.2360557049e-01         6.2360557049e-01
1.4913616938         -3.2614188884e-02         -3.2614188884e-02        -1.2971845398e+01         6.0620039675e-01         6.0620039675e-01
1.4927603890         -3.2965555990e-02         -3.2965555990e-02        -1.2751200248e+01         5.8740173971e-01         5.8740173971e-01
1.4941545940         -3.3023657903e-02         -3.3023657903e-02        -1.2480668182e+01         5.6665872289e-01         5.6665872289e-01
1.4955443375         -3.2789620922e-02         -3.2789620922e-02        -1.2097069257e+01         5.4324093379e-01         5.4324093379e-01
1.4969296481         -3.2267136837e-02         -3.2267136837e-02        -1.1117186783e+01         5.1613011169e-01         5.1613011169e-01
1.4983105538         -3.1462420442e-02         -3.1462420442e-02        -1.1719485776e+01         4.8383384908e-01         4.8383384907e-01
1.4996870826         -3.0384144949e-02         -3.0384144949e-02        -1.1933424835e+01         4.4404307671e-01         4.4404307670e-01
1.5010592622         -2.9043355924e-02         -2.9043355924e-02        -1.1990414263e+01         3.9295206596e-01         3.9295206596e-01
1.5024271200         -2.7453364555e-02         -2.7453364555e-02        -1.1984045070e+01         3.2377308805e-01         3.2377308804e-01
1.5037906831         -2.5629621252e-02         -2.5629621252e-02        -1.1940675445e+01         2.2305516019e-01         2.2305516019e-01
1.5051499783         -2.3589570726e-02         -2.3589570726e-02        -1.1871276077e+01         5.9775637367e-02         5.9775637366e-02
1.5065050324         -2.1352489891e-02         -2.1352489891e-02        -1.1780311434e+01         2.5740824567e-01         2.5740824567e-01
1.5078558717         -1.8939310055e-02         -1.8939310055e-02        -1.1670591625e+01         1.0000000000e+00         1.0000000000e+00
1.5092025223         -1.6372425019e-02         -1.6372425019e-02        -1.1541320920e+01         1.0000000000e+00         1.0000000000e+00
1.5105450102         -1.3675486822e-02         -1.3675486822e-02        -1.1390437568e+01         1.0000000000e+00         1.0000000000e+00
1.5118833610         -1.0873190970e-02         -1.0873190970e-02        -1.1212490280e+01         1.0000000000e+00         1.0000000000e+00
1.5132176001         -7.9910530861e-03         -7.9910530863e-03        -1.0995398100e+01         1.0000000000e+00         1.0000000000e+00
1.5145477527         -5.0551789985e-03         -5.0551789987e-03        -1.0708545719e+01         1.0000000000e+00         1.0000000000e+00
1.5158738437         -2.0920303074e-03         -2.0920303076e-03        -1.0233194803e+01         1.0000000000e+00         1.0000000000e+00
1.5171958979          8.7181244907e-04          8.7181244877e-04        -9.7569640649e+00         9.8095813677e-01         9.8095813678e-01
1.5185139399          3.8098869259e-03          3.8098869255e-03        -1.0297492528e+01         9.2703430332e-01         9.2703430332e-01
1.5198279938          6.6960842797e-03          6.6960842792e-03        -1.0438620779e+01         8.8475520301e-01         8.8475520302e-01
1.5211380837          9.5048805610e-03          9.5048805603e-03        -1.0483119510e+01         8.5006567170e-01         8.5006567171e-01
1.5224442335          1.2211562133e-02          1.2211562132e-02        -1.0480286642e+01         8.2051548194e-01         8.2051548195e-01
1.5237464668          1.4792443121e-02          1.4792443120e-02        -1.0447649729e+01         7.9452088884e-01         7.9452088886e-01
1.5250448070          1.7225072965e-02          1.7225072964e-02        -1.0393186858e+01         7.7099561624e-01         7.7099561626e-01
1.5263392774          1.9488432246e-02          1.9488432244e-02        -1.0321019017e+01         7.4915099101e-01         7.4915099103e-01
1.5276299009          2.1563115070e-02          2.1563115068e-02        -1.0233162541e+01         7.2837962590e-01         7.2837962593e-01
1.5289167003          2.3431496399e-02          2.3431496396e-02        -1.0130355714e+01         7.0818256421e-01         7.0818256425e-01
1.5301996982          2.5077882879e-02          2.5077882874e-02        -1.0012210607e+01         6.8811945651e-01         6.8811945656e-01
1.5314789170          2.6488645855e-02          2.6488645848e-02        -9.8771184696e+00         6.6777029218e-01         6.6777029225e-01
1.5327543790          2.7652335423e-02          2.7652335412e-02        -9.7216990919e+00         6.4670124056e-01         6.4670124067e-01
1.5340261061          2.8559774545e-02          2.8559774529e-02        -9.5393869672e+00         6.2442854306e-01         6.2442854323e-01
1.5352941200          2.9204132450e-02          2.9204132421e-02        -9.3163854455e+00         6.0037387076e-01         6.0037387107e-01
1.5365584426          2.9580976695e-02          2.9580976638e-02        -9.0173236944e+00         5.7380188586e-01         5.7380188650e-01
1.5378190951          2.9688303565e-02          2.9688303373e-02        -8.4892763917e+00         5.4372455257e-01         5.4372455485e-01
1.5390760988          2.9526545515e-02          2.9526545838e-02        -8.2622465554e+00         5.0874348987e-01         5.0874348582e-01
1.5403294748          2.9098560545e-02          2.9098560664e-02        -8.6874915226e+00         4.6677231817e-01         4.6677231656e-01
1.5415792439          2.8409592432e-02          2.8409592519e-02        -8.8130808946e+00         4.1451207470e-01         4.1451207343e-01
1.5428254270          2.7467217242e-02          2.7467217319e-02        -8.8525026646e+00         3.4637344085e-01         3.4637343961e-01
1.5440680444          2.6281264529e-02          2.6281264604e-02        -8.8477262697e+00         2.5201539100e-01         2.5201538967e-01
1.5453071165          2.4863719769e-02          2.4863719845e-02        -8.8142634674e+00         1.0985743588e-01         1.0985743436e-01
1.5465426635          2.3228607529e-02          2.3228607609e-02        -8.7592852845e+00         1.3400777509e-01         1.3400777680e-01
1.5477747054          2.1391856612e-02          2.1391856700e-02        -8.6863460128e+00         6.6285162134e-01         6.6285162250e-01
1.5490032620          1.9371148445e-02          1.9371148543e-02        -8.5970105980e+00         1.0000000000e+00         1.0000000000e+00
1.5502283531          1.7185750123e-02          1.7185750234e-02        -8.4914334630e+00         1.0000000000e+00         1.0000000000e+00
1.5514499980          1.4856333680e-02          1.4856333807e-02        -8.3684145052e+00         1.0000000000e+00         1.0000000000e+00
1.5526682161          1.2404783245e-02          1.2404783393e-02        -8.2249786028e+00         1.0000000000e+00         1.0000000000e+00
1.5538830266          9.8539918862e-03          9.8539920597e-03        -8.0551148926e+00         1.0000000000e+00         1.0000000000e+00
1.5550944486          7.2276499897e-03          7.2276501956e-03        -7.8462429370e+00         1.0000000000e+00         1.0000000000e+00
1.5563025008          4.5500271443e-03          4.5500273909e-03        -7.5669026503e+00         1.0000000000e+00         1.0000000000e+00
1.5575072019          1.8457495084e-03          1.8457498065e-03        -7.0927659751e+00         1.0000000000e+00         1.0000000000e+00
1.5587085705         -8.6042529357e-04         -8.6042492999e-04        -6.6751401443e+00         9.8313145846e-01         9.8313146552e-01
1.5599066250         -3.5438336971e-03         -3.5438332497e-03        -7.1998431836e+00         9.3705713048e-01         9.3705713818e-01
1.5611013836         -6.1801300935e-03         -6.1801295380e-03        -7.3473088595e+00         8.9871787873e-01         8.9871788737e-01
1.5622928645         -8.7455070645e-03         -8.7455063679e-03        -7.3998267630e+00         8.6568761059e-01         8.6568762057e-01
1.5634810854         -1.1216909962e-02         -1.1216909079e-02        -7.4051078415e+00         8.3636202251e-01         8.3636203433e-01
1.5646660643         -1.3572243896e-02         -1.3572242765e-02        -7.3800658575e+00         8.0961781387e-01         8.0961782823e-01
1.5658478187         -1.5790571270e-02         -1.5790569801e-02        -7.3323027020e+00         7.8462287621e-01         7.8462289409e-01
1.5670263662         -1.7852298090e-02         -1.7852296152e-02        -7.2654406427e+00         7.6072284377e-01         7.6072286664e-01
1.5682017241         -1.9739347381e-02         -1.9739344778e-02        -7.1808842314e+00         7.3736790854e-01         7.3736793862e-01
1.5693739096         -2.1435318189e-02         -2.1435314610e-02        -7.0783774413e+00         7.1406086974e-01         7.1406091066e-01
1.5705429399         -2.2925628751e-02         -2.2925623675e-02        -6.9559044660e+00         6.9031522885e-01         6.9031528679e-01
1.5717088318         -2.4197642636e-02         -2.4197635120e-02        -6.8088435432e+00         6.6561552581e-01         6.6561561230e-01
1.5728716022         -2.5240776930e-02         -2.5240765027e-02        -6.6274740958e+00         6.3937287427e-01         6.3937301367e-01
1.5740312677         -2.6046592367e-02         -2.6046571093e-02        -6.3889388218e+00         6.1086718841e-01         6.1086744439e-01
1.5751878449         -2.6608872386e-02         -2.6608821423e-02        -6.0188002212e+00         5.7916311146e-01         5.7916374787e-01
1.5763413502         -2.6916747519e-02         -2.6923542852e-02        -3.8988966506e+00         5.4306794797e-01         5.4297895211e-01
1.5774917998         -2.6988976766e-02         -2.6989048443e-02        -5.8768328076e+00         5.0045823035e-01         5.0045723503e-01
1.5786392100         -2.6805900718e-02         -2.6805943937e-02        -6.0935848087e+00         4.4876204739e-01         4.4876140359e-01
1.5797835966         -2.6377078463e-02         -2.6377113187e-02        -6.1816262719e+00         3.8327340226e-01         3.8327284072e-01
1.5809249757         -2.5707651327e-02         -2.5707682763e-02        -6.2136587785e+00         2.9587337234e-01         2.9587281444e-01
1.5820633629         -2.4804935691e-02         -2.4804966112e-02        -6.2123926076e+00         1.7077721674e-01         1.7077662142e-01
1.5831987740         -2.3678357114e-02         -2.3678387851e-02        -6.1877324454e+00         2.7417203551e-02         2.7417852098e-02
1.5843312244         -2.2339356925e-02         -2.2339388945e-02        -6.1446767186e+00         3.9813513841e-01         3.9813574149e-01
1.5854607295         -2.0801279568e-02         -2.0801313710e-02        -6.0858415660e+00         1.0000000000e+00         1.0000000000e+00
1.5865873047         -1.9079242629e-02         -1.9079279711e-02        -6.0124327567e+00         1.0000000000e+00         1.0000000000e+00
1.5877109650         -1.7189990934e-02         -1.7190031830e-02        -5.9246181178e+00         1.0000000000e+00         1.0000000000e+00
1.5888317256         -1.5151736171e-02         -1.5151781871e-02        -5.8215781518e+00         1.0000000000e+00         1.0000000000e+00
1.5899496013         -1.2983983570e-02         -1.2984035232e-02        -5.7012686601e+00         1.0000000000e+00         1.0000000000e+00
1.5910646070         -1.0707347265e-02         -1.0707406283e-02        -5.5597295527e+00         1.0000000000e+00         1.0000000000e+00
1.5921767574         -8.3433560867e-03         -8.3434241688e-03        -5.3893397248e+00         1.0000000000e+00         1.0000000000e+00
1.5932860670         -5.9142515987e-03         -5.9143308694e-03        -5.1738198372e+00         1.0000000000e+00         1.0000000000e+00
1.5943925504         -3.4427802562e-03         -3.4428733921e-03        -4.8688279103e+00         1.0000000000e+00         1.0000000000e+00
1.5954962218         -9.5198161765e-04         -9.5209203299e-04        -4.2366543402e+00         1.0000000000e+00         1.0000000000e+00
1.5965970956          1.5350254342e-03          1.5348933286e-03        -4.3662058703e+00         9.7210438732e-01         9.7210675455e-01
1.5976951859          3.9952564996e-03          3.9950969271e-03        -4.6996079433e+00         9.3251657895e-01         9.3251918333e-01
1.5987905068          6.4060735474e-03          6.4058788255e-03        -4.8182003778e+00         8.9795497546e-01         8.9795791901e-01
1.5998830721          8.7453929715e-03          8.7451527013e-03        -4.8621033812e+00         8.6691839497e-01         8.6692180796e-01
1.6009728957          1.0991887987e-02          1.0991587796e-02        -4.8646992059e+00         8.3832961226e-01         8.3833367061e-01
1.6020599913          1.3125183665e-02          1.3124803183e-02        -4.8387945504e+00         8.1137031615e-01         8.1137526857e-01
1.6031443726          1.5126043142e-02          1.5125552574e-02        -4.7900496237e+00         7.8537918711e-01         7.8538540077e-01
1.6042260531          1.6976544005e-02          1.6975898002e-02        -4.7206365793e+00         7.5978351679e-01         7.5979155981e-01
1.6053050461          1.8660245000e-02          1.8659370786e-02        -4.6303191815e+00         7.3404805394e-01         7.3405885677e-01
1.6063813651          2.0162346400e-02          2.0161118348e-02        -4.5163411515e+00         7.0763077658e-01         7.0764598118e-01
1.6074550232          2.1469858802e-02          2.1468035557e-02        -4.3719957885e+00         6.7993743902e-01         6.7996026974e-01
1.6085260336          2.2571848716e-02          2.2568879430e-02        -4.1819164493e+00         6.5026575629e-01         6.5030371899e-01
1.6095944092          2.3460224888e-02          2.3454366187e-02        -3.9035066145e+00         6.1772166557e-01         6.1779888798e-01
1.6106601631          2.4140676975e-02          2.4117249814e-02        -3.3138489825e+00         5.8095508556e-01         5.8127660605e-01
1.6117233080          2.4533780187e-02          2.4552381450e-02        -3.4214166304e+00         5.3936095243e-01         5.3909218703e-01
1.6127838567          2.4748704314e-02          2.4756749134e-02        -3.7891367421e+00         4.8892693809e-01         4.8880327100e-01
1.6138418219          2.4723743777e-02          2.4729497571e-02        -3.9342404360e+00         4.2665853396e-01         4.2656336080e-01
1.6148972160          2.4467082346e-02          2.4471927827e-02        -4.0043182713e+00         3.4596825608e-01         3.4588109346e-01
1.6159500517          2.3983043149e-02          2.3987476997e-02        -4.0341936046e+00         2.3488822580e-01         2.3480089481e-01
1.6170003411          2.3277408464e-02          2.3281678104e-02        -4.0376132291e+00         6.8614125204e-02         6.8522852680e-02
1.6180480967          2.2357842508e-02          2.2362100667e-02        -4.0212794601e+00         2.1424359900e-01         2.1433444492e-01
1.6190933306          2.1233914300e-02          2.1238272545e-02        -3.9887929548e+00         8.1888684461e-01         8.1892064535e-01
1.6201360550          1.9917031855e-02          1.9921583847e-02        -3.9421027215e+00         1.0000000000e+00         1.0000000000e+00
1.6211762818          1.8420340216e-02          1.8425173847e-02        -3.8821111292e+00         1.0000000000e+00         1.0000000000e+00
1.6222140230          1.6758597016e-02          1.6763802023e-02        -3.8089137290e+00         1.0000000000e+00         1.0000000000e+00
1.6232492904          1.4948030700e-02          1.4953704463e-02        -3.7218252111e+00         1.0000000000e+00         1.0000000000e+00
1.6242820958          1.3006184167e-02          1.3012437013e-02        -3.6192066049e+00         1.0000000000e+00         1.0000000000e+00
1.6253124510          1.0951745838e-02          1.0958706682e-02        -3.4979893974e+00         1.0000000000e+00         1.0000000000e+00
1.6263403674          8.8043699060e-03          8.8121929061e-03        -3.3525478387e+00         1.0000000000e+00         1.0000000000e+00
1.6273658566          6.5844874402e-03          6.5933603577e-03        -3.1717780458e+00         1.0000000000e+00         1.0000000000e+00
1.6283889301          4.3131098872e-03          4.3232650913e-03        -2.9296428360e+00         1.0000000000e+00         1.0000000000e+00
1.6294095991          2.0116264373e-03          2.0233558366e-03        -2.5365658599e+00         1.0000000000e+00         1.0000000000e+00
1.6304278750         -2.9840355235e-04         -2.8472768449e-04        -1.6298114100e+00         9.9448181709e-01         9.9473405015e-01
1.6314437690         -2.5954623223e-03         -2.5793575282e-03        -2.5069400570e+00         9.5505505942e-01         9.5532771276e-01
1.6324572922         -4.8582897674e-03         -4.8391194909e-03        -2.7040273471e+00         9.2013688754e-01         9.2043948259e-01
1.6334684556         -7.0661055432e-03         -7.0430123801e-03        -2.7860164395e+00         8.8837683824e-01         8.8872134323e-01
1.6344772702         -9.1988423358e-03         -9.1706427418e-03        -2.8138541265e+00         8.5877662386e-01         8.5917906975e-01
1.6354837468         -1.1237402609e-02         -1.1202413240e-02        -2.8070831741e+00         8.3055203560e-01         8.3103506459e-01
1.6364878964         -1.3163967849e-02         -1.3119702949e-02        -2.7736265299e+00         8.0304306885e-01         8.0364032948e-01
1.6374897295         -1.4962431866e-02         -1.4905037893e-02        -2.7163321492e+00         7.7564807175e-01         7.7641244894e-01
1.6384892570         -1.6619152048e-02         -1.6542250285e-02        -2.6346965938e+00         7.4776552559e-01         7.4878608566e-01
1.6394864893         -1.8124624623e-02         -1.8016624984e-02        -2.5245808614e+00         7.1872515269e-01         7.2016668611e-01
1.6404814370         -1.9478429484e-02         -1.9315031872e-02        -2.3755128260e+00         6.8766534240e-01         6.8987913838e-01
1.6414741105         -2.0710253651e-02         -2.0426042930e-02        -2.1605847334e+00         6.5315783083e-01         6.5710155072e-01
1.6424645202         -2.2058815317e-02         -2.1340032982e-02        -1.7808808096e+00         6.1048368133e-01         6.2076933943e-01
1.6434526765         -1.8933205008e-02         -2.2049263206e-02        -1.1189925504e+00         6.2779940285e-01         5.7942371563e-01
1.6444385895         -2.1950037977e-02         -2.2547946686e-02        -1.8717054623e+00         5.4053496499e-01         5.3095454887e-01
1.6454222693         -2.2463743611e-02         -2.2832295451e-02        -2.0895616433e+00         4.7843129863e-01         4.7213268554e-01
1.6464037262         -2.2613897038e-02         -2.2900548606e-02        -2.2007949358e+00         4.0298016958e-01         3.9769146892e-01
1.6473829701         -2.2505383475e-02         -2.2752981374e-02        -2.2619519045e+00         3.0332177764e-01         2.9834608837e-01
1.6483600110         -2.2164639301e-02         -2.2391894993e-02        -2.2923966329e+00         1.6093974497e-01         1.5596738186e-01
1.6493348587         -2.1604444970e-02         -2.1821587649e-02        -2.3010049624e+00         6.5393968741e-02         7.0371246354e-02
1.6503075231         -2.0834719002e-02         -2.1048306764e-02        -2.2924616845e+00         4.9304439858e-01         4.9689466135e-01
1.6512780140         -1.9865361396e-02         -2.0080183144e-02        -2.2693900990e+00         1.0000000000e+00         1.0000000000e+00
1.6522463410         -1.8707177529e-02         -1.8927147676e-02        -2.2332203897e+00         1.0000000000e+00         1.0000000000e+00
1.6532125138         -1.7372186131e-02         -1.7600831384e-02        -2.1845709161e+00         1.0000000000e+00         1.0000000000e+00
1.6541765419         -1.5873684304e-02         -1.6114449867e-02        -2.1233945398e+00         1.0000000000e+00         1.0000000000e+00
1.6551384348         -1.4226197958e-02         -1.4482673229e-02        -2.0489706186e+00         1.0000000000e+00         1.0000000000e+00
1.6560982020         -1.2445367709e-02         -1.2721482777e-02        -1.9597387615e+00         1.0000000000e+00         1.0000000000e+00
1.6570558529         -1.0547791054e-02         -1.0848015877e-02        -1.8528820740e+00         1.0000000000e+00         1.0000000000e+00
1.6580113967         -8.5508286468e-03         -8.8804004619e-03        -1.7233779473e+00         1.0000000000e+00         1.0000000000e+00
1.6589648427         -6.4723751482e-03         -6.8375807812e-03        -1.5616391499e+00         1.0000000000e+00         1.0000000000e+00
1.6599162001         -4.3305889445e-03         -4.7391360529e-03        -1.3463519780e+00         1.0000000000e+00         1.0000000000e+00
1.6608654780         -2.1435672661e-03         -2.6050937557e-03        -1.0123745363e+00         1.0000000000e+00         1.0000000000e+00
1.6618126855          7.1059006520e-05         -4.5573932851e-04         0.0000000000e+00         9.9867319991e-01         1.0000000000e+00
1.6627578317          2.2966585416e-03          1.6885759176e-03        -8.1649128331e-01         9.5956141933e-01         9.7010825458e-01
1.6637009254          4.5183507128e-03          3.8076268609e-03        -1.0687343462e+00         9.2402190655e-01         9.3558814930e-01
1.6646419756          6.7241512860e-03          5.8815047953e-03        -1.1749200377e+00         8.9077508432e-01         9.0380441156e-01
1.6655809910          8.9068792564e-03          7.8908040342e-03        -1.2183235278e+00         8.5875870888e-01         8.7385491936e-01
1.6665179806          1.1067643547e-02          9.8168031458e-03        -1.2226210735e+00         8.2697047332e-01         8.4501044242e-01
1.6674529529          1.3222916811e-02          1.1641639127e-02        -1.1965725656e+00         7.9429536788e-01         8.1663951116e-01
1.6683859167          1.5420756436e-02          1.3348472899e-02        -1.1424790515e+00         7.5922318672e-01         7.8815213406e-01
1.6693168806          1.7784359168e-02          1.4921644581e-02        -1.0578494313e+00         7.1919879158e-01         7.5895112057e-01
1.6702458531          2.0658784259e-02          1.6346817128e-02        -9.3359202474e-01         6.6860657801e-01         7.2838223572e-01
1.6711728427          2.5334769043e-02          1.7611106990e-02        -7.4509820302e-01         5.8959445225e-01         6.9567406314e-01
1.6720978579          4.3058898128e-02          1.8703200617e-02        -4.0412147377e-01         3.5889752909e-01         6.5985511595e-01
1.6730209071         -9.5313414952e-03          1.9613455755e-02         0.0000000000e+00         1.0000000000e+00         6.1962766198e-01
1.6739419986          1.0092070278e-02          2.0333986601e-02        -4.7286444950e-01         7.6263722465e-01         5.7316021289e-01
