8.000000e-01 8.000000e-01
8.709055e-01 7.657235e-01
9.385429e-01 7.278714e-01
1.002606e+00 6.868359e-01
1.062824e+00 6.429834e-01
1.118957e+00 5.966459e-01
1.170794e+00 5.481150e-01
1.218147e+00 4.976389e-01
1.260850e+00 4.454211e-01
1.298752e+00 3.916216e-01
1.331717e+00 3.363591e-01
1.359616e+00 2.797158e-01
1.382326e+00 2.217420e-01
1.399728e+00 1.624628e-01
1.411704e+00 1.018848e-01
1.418137e+00 4.000381e-02
1.418908e+00 -2.318739e-02
1.413898e+00 -8.769006e-02
1.402990e+00 -1.534908e-01
1.386068e+00 -2.205520e-01
1.363019e+00 -2.888026e-01
1.333741e+00 -3.581277e-01
1.298145e+00 -4.283591e-01
1.256157e+00 -4.992662e-01
1.207730e+00 -5.705465e-01
1.152847e+00 -6.418193e-01
1.091529e+00 -7.126199e-01
1.023843e+00 -7.823975e-01
9.499092e-01 -8.505174e-01
8.699098e-01 -9.162676e-01
7.840941e-01 -9.788710e-01
6.927838e-01 -1.037505e+00
5.963766e-01 -1.091325e+00
4.953462e-01 -1.139499e+00
3.902399e-01 -1.181238e+00
2.816730e-01 -1.215838e+00
1.703195e-01 -1.242711e+00
5.689967e-02 -1.261427e+00
-5.783495e-02 -1.271729e+00
-1.731183e-01 -1.273556e+00
-2.881879e-01 -1.267045e+00
-4.023022e-01 -1.252521e+00
-5.147569e-01 -1.230479e+00
-6.248993e-01 -1.201556e+00
-7.321393e-01 -1.166493e+00
-8.359570e-01 -1.126094e+00
-9.359072e-01 -1.081195e+00
-1.031620e+00 -1.032622e+00
-1.122799e+00 -9.811588e-01
-1.209215e+00 -9.275299e-01
-1.290702e+00 -8.723761e-01
-1.367148e+00 -8.162463e-01
-1.438485e+00 -7.595918e-01
-1.504683e+00 -7.027656e-01
-1.565739e+00 -6.460259e-01
-1.621668e+00 -5.895426e-01
-1.672499e+00 -5.334047e-01
-1.718264e+00 -4.776297e-01
-1.758994e+00 -4.221729e-01
-1.794714e+00 -3.669367e-01
-1.825438e+00 -3.117793e-01
-1.851165e+00 -2.565238e-01
-1.871878e+00 -2.009655e-01
-1.887538e+00 -1.448797e-01
-1.898088e+00 -8.802880e-02
-1.903448e+00 -3.016843e-02
-1.903513e+00 2.894542e-02
-1.898161e+00 8.954999e-02
-1.887247e+00 1.518687e-01
-1.870604e+00 2.161037e-01
-1.848053e+00 2.824273e-01
-1.819398e+00 3.509730e-01
-1.784432e+00 4.218247e-01
-1.742947e+00 4.950048e-01
-1.694732e+00 5.704613e-01
-1.639588e+00 6.480532e-01
-1.577331e+00 7.275353e-01
-1.507806e+00 8.085431e-01
-1.430896e+00 8.905783e-01
-1.346536e+00 9.729975e-01
-1.254726e+00 1.055004e+00
-1.155545e+00 1.135648e+00
-1.049166e+00 1.213835e+00
-9.358651e-01 1.288347e+00
-8.160335e-01 1.357875e+00
-6.901835e-01 1.421072e+00
-5.589489e-01 1.476608e+00
-4.230803e-01 1.523248e+00
-2.834329e-01 1.559922e+00
-1.409487e-01 1.585802e+00
3.368713e-03 1.600359e+00
1.484832e-01 1.603408e+00
2.933580e-01 1.595122e+00
4.369879e-01 1.576021e+00
5.784291e-01 1.546935e+00
7.168251e-01 1.508947e+00
8.514259e-01 1.463318e+00
9.816010e-01 1.411411e+00
1.106845e+00 1.354614e+00
1.226776e+00 1.294275e+00
1.341132e+00 1.231650e+00
1.449758e+00 1.167861e+00
1.552593e+00 1.103877e+00
1.649657e+00 1.040498e+00
1.741035e+00 9.783614e-01
1.826863e+00 9.179468e-01
1.907312e+00 8.595893e-01
1.982579e+00 8.034969e-01
2.052874e+00 7.497678e-01
2.118412e+00 6.984079e-01
2.179405e+00 6.493474e-01
2.236056e+00 6.024555e-01
2.288553e+00 5.575537e-01
2.337067e+00 5.144267e-01
2.381747e+00 4.728321e-01
2.422721e+00 4.325076e-01
2.460092e+00 3.931776e-01
2.493936e+00 3.545573e-01
2.524305e+00 3.163569e-01
2.551223e+00 2.782843e-01
2.574689e+00 2.400463e-01
2.594675e+00 2.013505e-01
2.611126e+00 1.619061e-01
2.623960e+00 1.214237e-01
2.633072e+00 7.961573e-02
2.638328e+00 3.619647e-02
2.639569e+00 -9.118294e-03
2.636611e+00 -5.661125e-02
2.629244e+00 -1.065635e-01
2.617233e+00 -1.592540e-01
2.600317e+00 -2.149586e-01
2.578211e+00 -2.739484e-01
2.550605e+00 -3.364864e-01
2.517168e+00 -4.028237e-01
2.477544e+00 -4.731927e-01
2.431358e+00 -5.477985e-01
2.378220e+00 -6.268069e-01
2.317725e+00 -7.103293e-01
2.249462e+00 -7.984018e-01
2.173021e+00 -8.909609e-01
2.088005e+00 -9.878131e-01
1.994038e+00 -1.088600e+00
1.890788e+00 -1.192758e+00
1.777985e+00 -1.299482e+00
1.655444e+00 -1.407680e+00
1.523092e+00 -1.515950e+00
1.380998e+00 -1.622565e+00
1.229403e+00 -1.725479e+00
1.068744e+00 -1.822380e+00
8.996780e-01 -1.910774e+00
7.230906e-01 -1.988116e+00
5.400937e-01 -2.051980e+00
3.520063e-01 -2.100254e+00
1.603170e-01 -2.131332e+00
-3.336934e-02 -2.144275e+00
-2.273971e-01 -2.138915e+00
-4.201320e-01 -2.115883e+00
-6.100308e-01 -2.076548e+00
-7.957031e-01 -2.022887e+00
-9.759582e-01 -1.957303e+00
-1.149835e+00 -1.882427e+00
-1.316612e+00 -1.800919e+00
