# omega0=1, alpha=3
# theta0=3.14159, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.161269837157555e+01 3.139903470610377e+00 -5.114432630807319e-04
2.170389119170878e+01 3.139856180803334e+00 -5.257614480925025e-04
2.179508401184201e+01 3.139807567087594e+00 -5.404804789816823e-04
2.188627683197524e+01 3.139757592399570e+00 -5.556115775764287e-04
2.197746965210847e+01 3.139706218638068e+00 -5.711662798568725e-04
2.206866247224170e+01 3.139653406635235e+00 -5.871564447491320e-04
2.215985529237493e+01 3.139599116126705e+00 -6.035942631652279e-04
2.225104811250816e+01 3.139543305720898e+00 -6.204922672962721e-04
2.234224093264139e+01 3.139485932867463e+00 -6.378633401656328e-04
2.243343375277462e+01 3.139426953824842e+00 -6.557207254493920e-04
2.252462657290785e+01 3.139366323626923e+00 -6.740780375716471e-04
2.261581939304108e+01 3.139303996048757e+00 -6.929492720823763e-04
2.270701221317431e+01 3.139239923571319e+00 -7.123488163255752e-04
2.279820503330754e+01 3.139174057345283e+00 -7.322914604061284e-04
2.288939785344077e+01 3.139106347153778e+00 -7.527924084632137e-04
2.298059067357400e+01 3.139036741374108e+00 -7.738672902595888e-04
2.307178349370723e+01 3.138965186938399e+00 -7.955321730946589e-04
2.316297631384046e+01 3.138891629293136e+00 -8.178035740512465e-04
2.325416913397369e+01 3.138816012357581e+00 -8.406984725849108e-04
2.334536195410692e+01 3.138738278481020e+00 -8.642343234652885e-04
2.343655477424015e+01 3.138658368398811e+00 -8.884290700797088e-04
2.352774759437338e+01 3.138576221187207e+00 -9.133011581087908e-04
2.361894041450661e+01 3.138491774216913e+00 -9.388695495846956e-04
2.371013323463984e+01 3.138404963105339e+00 -9.651537373428082e-04
2.380132605477307e+01 3.138315721667524e+00 -9.921737598772580e-04
2.389251887490630e+01 3.138223981865683e+00 -1.019950216612156e-03
2.398371169503953e+01 3.138129673757338e+00 -1.048504283599917e-03
2.407490451517276e+01 3.138032725442004e+00 -1.077857729658642e-03
2.416609733530600e+01 3.137933063006380e+00 -1.108032932960824e-03
2.425729015543923e+01 3.137830610468005e+00 -1.139052898085827e-03
2.434848297557246e+01 3.137725289717340e+00 -1.170941273549058e-03
2.443967579570569e+01 3.137617020458228e+00 -1.203722369821628e-03
2.453086861583892e+01 3.137505720146685e+00 -1.237421177853344e-03
2.462206143597215e+01 3.137391303927985e+00 -1.272063388113799e-03
2.471325425610538e+01 3.137273684571978e+00 -1.307675410165637e-03
2.480444707623861e+01 3.137152772406597e+00 -1.344284392785053e-03
2.489563989637184e+01 3.137028475249519e+00 -1.381918244644269e-03
