# 3D harmonic oscillator
# eigenvalue = 4.544688e+00

#   r       u(r)
0.003000 4.029165e-04
0.006000 8.058165e-04
0.009000 1.208684e-03
0.012000 1.611501e-03
0.015000 2.014253e-03
0.018000 2.416922e-03
0.021000 2.819493e-03
0.024000 3.221948e-03
0.027000 3.624271e-03
0.030000 4.026446e-03
0.033000 4.428457e-03
0.036000 4.830286e-03
0.039000 5.231918e-03
0.042000 5.633335e-03
0.045000 6.034523e-03
